Linux 4.15.0-74-generic (server_ubuntu18.04) 	01/18/2020 	_x86_64_	(2 CPU)

17:34:39     LINUX RESTART	(2 CPU)

05:35:01 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
10:35:01 PM    489712   1750360   3451156     87.57    161636   1242480   3282912     83.30   2867232    375284       396   1838396    152716      4448     20368         0
10:45:01 PM    495660   1756820   3445208     87.42    161652   1242896   3264404     82.83   2862124    375440       568   1833044    152636      4380     18792         0
10:55:01 PM    490760   1752280   3450108     87.55    161696   1243244   3271540     83.02   2867356    375292       336   1837720    152688      4364     19168         0
11:05:01 PM    484688   1746724   3456180     87.70    161752   1243716   3277384     83.16   2873136    375548       596   1843180    152564      4412     19712         0
11:15:01 PM    413300   1685588   3527568     89.51    161936   1253724   3343396     84.84   2939204    382172       316   1905680    152272      4320     18684         0
11:25:01 PM    446368   1717792   3494500     88.67    161992   1252880   3331216     84.53   2909316    375960       260   1870468    152656      4444     20136         0
11:35:01 PM    470988   1742928   3469880     88.05    162068   1253316   3296468     83.65   2889288    376076       476   1849948    152168      4160     17292         0
11:45:01 PM    464240   1736764   3476628     88.22    162148   1253748   3309528     83.98   2892732    376340       376   1853216    152628      4356     19028         0
11:55:01 PM    468588   1741596   3472280     88.11    162256   1254212   3309032     83.97   2889760    376756       300   1850060    152212      4284     18204         0
11:59:01 PM    429228   1702524   3511640     89.11    162268   1254492   3342020     84.80   2927688    376952       196   1887904    152648      4332     18896         0
12:00:01 AM    425364   1698720   3515504     89.21    162280   1254512   3353052     85.08   2930076    376968       284   1890268    152696      4456     19960         0
Average:       381886   1741936   3558982     90.31    161379   1340473   3306932     83.91   2940534    409658       406   1848353    154081      4369     19093         0

05:35:01 PM kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
05:45:01 PM         0         0      0.00         0      0.00
05:55:01 PM         0         0      0.00         0      0.00
06:05:01 PM         0         0      0.00         0      0.00
06:15:01 PM         0         0      0.00         0      0.00
06:25:01 PM         0         0      0.00         0      0.00
06:35:01 PM         0         0      0.00         0      0.00
06:45:01 PM         0         0      0.00         0      0.00
06:55:01 PM         0         0      0.00         0      0.00
07:05:01 PM         0         0      0.00         0      0.00
07:15:01 PM         0         0      0.00         0      0.00
07:25:01 PM         0         0      0.00         0      0.00
07:35:01 PM         0         0      0.00         0      0.00
07:45:01 PM         0         0      0.00         0      0.00
07:55:01 PM         0         0      0.00         0      0.00
08:05:01 PM         0         0      0.00         0      0.00
08:15:01 PM         0         0      0.00         0      0.00
08:25:02 PM         0         0      0.00         0      0.00
08:35:01 PM         0         0      0.00         0      0.00
08:45:01 PM         0         0      0.00         0      0.00
08:55:01 PM         0         0      0.00         0      0.00
09:05:01 PM         0         0      0.00         0      0.00
09:15:01 PM         0         0      0.00         0      0.00
09:25:01 PM         0         0      0.00         0      0.00
09:35:01 PM         0         0      0.00         0      0.00
09:45:01 PM         0         0      0.00         0      0.00
09:55:01 PM         0         0      0.00         0      0.00
10:05:01 PM         0         0      0.00         0      0.00
10:15:01 PM         0         0      0.00         0      0.00
10:25:01 PM         0         0      0.00         0      0.00
10:35:01 PM         0         0      0.00         0      0.00
10:45:01 PM         0         0      0.00         0      0.00
10:55:01 PM         0         0      0.00         0      0.00
11:05:01 PM         0         0      0.00         0      0.00
11:15:01 PM         0         0      0.00         0      0.00
11:25:01 PM         0         0      0.00         0      0.00
11:35:01 PM         0         0      0.00         0      0.00
11:45:01 PM         0         0      0.00         0      0.00
11:55:01 PM         0         0      0.00         0      0.00
11:59:01 PM         0         0      0.00         0      0.00
12:00:01 AM         0         0      0.00         0      0.00
Average:            0         0      0.00         0      0.00

05:35:01 PM kbhugfree kbhugused  %hugused
05:45:01 PM         0         0      0.00
05:55:01 PM         0         0      0.00
06:05:01 PM         0         0      0.00
06:15:01 PM         0         0      0.00
06:25:01 PM         0         0      0.00
06:35:01 PM         0         0      0.00
06:45:01 PM         0         0      0.00
06:55:01 PM         0         0      0.00
07:05:01 PM         0         0      0.00
07:15:01 PM         0         0      0.00
07:25:01 PM         0         0      0.00
07:35:01 PM         0         0      0.00
07:45:01 PM         0         0      0.00
07:55:01 PM         0         0      0.00
08:05:01 PM         0         0      0.00
08:15:01 PM         0         0      0.00
08:25:02 PM         0         0      0.00
08:35:01 PM         0         0      0.00
08:45:01 PM         0         0      0.00
08:55:01 PM         0         0      0.00
09:05:01 PM         0         0      0.00
09:15:01 PM         0         0      0.00
09:25:01 PM         0         0      0.00
09:35:01 PM         0         0      0.00
09:45:01 PM         0         0      0.00
09:55:01 PM         0         0      0.00
10:05:01 PM         0         0      0.00
10:15:01 PM         0         0      0.00
10:25:01 PM         0         0      0.00
10:35:01 PM         0         0      0.00
10:45:01 PM         0         0      0.00
10:55:01 PM         0         0      0.00
11:05:01 PM         0         0      0.00
11:15:01 PM         0         0      0.00
11:25:01 PM         0         0      0.00
11:35:01 PM         0         0      0.00
11:45:01 PM         0         0      0.00
11:55:01 PM         0         0      0.00
11:59:01 PM         0         0      0.00
12:00:01 AM         0         0      0.00
Average:            0         0      0.00

05:35:01 PM dentunusd   file-nr  inode-nr    pty-nr
05:45:01 PM     40725      4256     45728         1
05:55:01 PM     40737      4416     45748         1
06:05:01 PM     40837      4832     45920         1
06:15:01 PM     40818      4640     45868         1
06:25:01 PM     40753      4352     45761         1
06:35:01 PM     40782      4448     45792         1
06:45:01 PM     40717      4352     45654         0
06:55:01 PM     40687      4320     45616         0
07:05:01 PM     40756      4512     45721         0
07:15:01 PM     41796      4320     45637         0
07:25:01 PM     41852      4512     45715         0
07:35:01 PM     41880      4608     45756         0
07:45:01 PM     41906      4576     45782         0
07:55:01 PM     41850      4416     45693         0
08:05:01 PM     41892      4608     45768         0
08:15:01 PM     42014      4448     45901         1
08:25:02 PM     28141      4512     37559         1
08:35:01 PM     28232      4800     37675         1
08:45:01 PM     28901      4640     38209         1
08:55:01 PM     28844      4416     38091         1
09:05:01 PM     28906      4704     38188         1
09:15:01 PM     28785      4480     37958         0
09:25:01 PM     28810      4576     37995         0
09:35:01 PM     28786      4416     37946         0
09:45:01 PM     28825      4416     37981         0
09:55:01 PM     28794      4320     37934         0
10:05:01 PM     28847      4672     38043         0
10:15:01 PM     28763      4320     37898         0
10:25:01 PM     28792      4352     37925         0
10:35:01 PM     29252      4576     38064         0
10:45:01 PM     29231      4352     38004         0
10:55:01 PM     29245      4512     38032         0
11:05:01 PM     29271      4640     38094         0
11:15:01 PM     30506      4352     38551         0
11:25:01 PM     30738      4672     38837         1
11:35:01 PM     30641      4192     38652         1
11:45:01 PM     30732      4416     38785         1
11:55:01 PM     30784      4416     38800         2
11:59:01 PM     30796      4480     38803         2
12:00:01 AM     30857      4576     38898         2
Average:        34137      4486     41225         1

05:35:01 PM   runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
05:45:01 PM         1       270      0.00      0.02      0.00         0
05:55:01 PM         0       270      0.03      0.02      0.00         0
06:05:01 PM         0       283      0.00      0.00      0.00         0
06:15:01 PM         3       280      0.00      0.00      0.00         0
06:25:01 PM         0       270      0.08      0.03      0.00         0
06:35:01 PM         0       273      0.02      0.05      0.00         0
06:45:01 PM         2       273      0.18      0.09      0.02         0
06:55:01 PM         0       267      0.00      0.01      0.00         0
07:05:01 PM         6       276      0.04      0.04      0.01         0
07:15:01 PM         3       268      0.00      0.00      0.00         0
07:25:01 PM         0       273      0.09      0.04      0.00         0
07:35:01 PM         0       277      0.00      0.00      0.00         1
07:45:01 PM         3       278      0.02      0.02      0.00         0
07:55:01 PM         0       271      0.14      0.07      0.01         0
08:05:01 PM         0       276      0.00      0.02      0.00         0
08:15:01 PM         0       272      0.05      0.01      0.00         0
08:25:02 PM         0       274      0.04      0.04      0.00         0
08:35:01 PM         0       282      0.04      0.06      0.01         0
08:45:01 PM         1       283      0.13      0.03      0.01         0
08:55:01 PM         0       273      0.02      0.04      0.00         0
09:05:01 PM         0       278      0.06      0.01      0.00         0
09:15:01 PM         0       275      0.03      0.04      0.00         0
09:25:01 PM         0       274      0.02      0.03      0.00         0
09:35:01 PM         2       270      0.04      0.03      0.00         0
09:45:01 PM         1       275      0.08      0.05      0.01         0
09:55:01 PM         0       268      0.00      0.02      0.00         0
10:05:01 PM         0       278      0.05      0.01      0.00         0
10:15:01 PM         0       266      0.18      0.07      0.01         0
10:25:01 PM         0       268      0.00      0.02      0.00         0
10:35:01 PM         0       279      0.00      0.01      0.00         0
10:45:01 PM         1       273      0.16      0.05      0.01         0
10:55:01 PM         0       273      0.16      0.06      0.01         0
11:05:01 PM         0       276      0.00      0.00      0.00         0
11:15:01 PM         0       271      0.07      0.04      0.01         0
11:25:01 PM         0       278      0.01      0.03      0.00         0
11:35:01 PM         0       262      0.00      0.00      0.00         0
11:45:01 PM         1       272      0.00      0.02      0.00         0
11:55:01 PM         0       268      0.03      0.04      0.00         0
11:59:01 PM         0       271      0.00      0.02      0.00         0
12:00:01 AM         2       279      0.05      0.03      0.00         1
Average:            1       274      0.05      0.03      0.00         0

05:35:01 PM       TTY   rcvin/s  txmtin/s framerr/s prtyerr/s     brk/s   ovrun/s
05:45:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
05:45:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
05:55:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
05:55:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
06:05:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
06:05:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
06:15:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
06:15:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
06:25:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
06:25:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
06:35:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
06:35:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
06:45:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
06:45:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
06:55:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
06:55:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
07:05:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
07:05:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
07:15:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
07:15:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
07:25:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
07:25:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
07:35:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
07:35:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
07:45:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
07:45:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
07:55:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
07:55:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
08:05:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
08:05:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
08:15:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
08:15:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
08:25:02 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
08:25:02 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
08:35:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
08:35:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
08:45:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
08:45:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
08:55:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
08:55:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
09:05:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
09:05:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
09:15:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
09:15:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
09:25:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
09:25:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
09:35:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
09:35:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
09:45:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
09:45:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
09:55:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
09:55:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
10:05:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
10:05:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
10:15:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
10:15:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
10:25:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
10:25:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
10:35:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
10:35:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
10:45:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
10:45:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
10:55:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
10:55:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
11:05:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
11:05:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
11:15:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
11:15:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
11:25:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
11:25:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
11:35:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
11:35:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
11:45:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
11:45:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
11:55:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
11:55:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
11:59:01 PM         0      0.00      0.00      0.00      0.00      0.00      0.00
11:59:01 PM         1      0.00      0.00      0.00      0.00      0.00      0.00
12:00:01 AM         0      0.00      0.00      0.00      0.00      0.00      0.00
12:00:01 AM         1      0.00      0.00      0.00      0.00      0.00      0.00
Average:            0      0.00      0.00      0.00      0.00      0.00      0.00
Average:            1      0.00      0.00      0.00      0.00      0.00      0.00

05:35:01 PM       DEV       tps     rkB/s     wkB/s   areq-sz    aqu-sz     await     svctm     %util
05:45:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:45:01 PM  dev252-0      3.75      0.39     59.78     16.04      0.00      0.92      0.15      0.06
05:55:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:55:01 PM  dev252-0      3.89      0.21     23.48      6.09      0.00      3.36      0.11      0.04
06:05:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:05:01 PM  dev252-0      3.98      0.19     22.78      5.77      0.00      0.91      0.06      0.03
06:15:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:15:01 PM  dev252-0      3.50      0.09     20.85      5.99      0.00      0.57      0.05      0.02
06:25:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:25:01 PM  dev252-0      3.96      0.25     23.16      5.91      0.00      0.66      0.04      0.01
06:35:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:01 PM  dev252-0      4.33      0.31     50.34     11.69      0.00      0.95      0.04      0.02
06:45:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:45:01 PM  dev252-0      4.46      1.33     27.98      6.57      0.00      0.83      0.03      0.01
06:55:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:55:01 PM  dev252-0      4.00      0.12     23.08      5.81      0.00      0.61      0.03      0.01
07:05:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:05:01 PM  dev252-0      3.94      0.23     22.25      5.70      0.00      1.29      0.04      0.02
07:15:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:15:01 PM  dev252-0      5.82      0.57     48.17      8.37      0.01      1.69      0.10      0.06
07:25:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:25:01 PM  dev252-0      4.24      0.23     23.70      5.64      0.00      1.78      0.02      0.01
07:35:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:35:01 PM  dev252-0      4.28      0.33     36.95      8.70      0.00      0.88      0.05      0.02
07:45:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:45:01 PM  dev252-0      4.19      0.10     23.53      5.64      0.00      0.51      0.07      0.03
07:55:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:55:01 PM  dev252-0      4.16      0.25     24.70      6.00      0.00      1.14      0.03      0.01
08:05:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:05:01 PM  dev252-0      4.66      1.65     26.23      5.98      0.00      0.62      0.05      0.02
08:15:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:01 PM  dev252-0      4.36      0.17     25.22      5.82      0.00      0.58      0.04      0.02
08:25:02 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:02 PM  dev252-0      4.78      0.77     27.69      5.95      0.00      1.21      0.04      0.02
08:35:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:01 PM  dev252-0      4.66      0.60     27.11      5.94      0.00      1.16      0.05      0.02
08:45:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:45:01 PM  dev252-0      4.72     25.75     25.01     10.75      0.00      2.13      0.08      0.04
08:55:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:55:01 PM  dev252-0      4.97      0.17     29.93      6.06      0.00      0.93      0.05      0.03
09:05:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:05:01 PM  dev252-0      4.55      0.17     26.42      5.85      0.00      0.62      0.04      0.02
09:15:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:15:01 PM  dev252-0      4.57      0.21     27.68      6.10      0.00      0.86      0.03      0.01
09:25:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:25:01 PM  dev252-0      4.26      0.07     23.04      5.43      0.00      1.16      0.05      0.02
09:35:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:35:01 PM  dev252-0      4.00      0.09     22.20      5.57      0.00      0.71      0.05      0.02
09:45:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:45:01 PM  dev252-0      4.17      0.23     33.29      8.04      0.00      0.76      0.04      0.02
09:55:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
09:55:01 PM  dev252-0      4.38      0.22     25.42      5.85      0.00      0.96      0.05      0.02
10:05:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:05:01 PM  dev252-0      4.07      0.13     22.64      5.59      0.00      1.46      0.04      0.02
10:15:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:15:01 PM  dev252-0      3.83      0.03     21.65      5.67      0.00      0.62      0.06      0.02
10:25:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:25:01 PM  dev252-0      4.04      0.15     22.10      5.51      0.00      2.27      0.09      0.04
10:35:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:35:01 PM  dev252-0      4.04      2.26     22.94      6.23      0.00      0.94      0.14      0.06
10:45:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:45:01 PM  dev252-0      3.92      0.22     32.13      8.25      0.00      2.36      0.35      0.14
10:55:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
10:55:01 PM  dev252-0      4.04      0.13     22.72      5.66      0.00      0.64      0.04      0.02
11:05:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:05:01 PM  dev252-0      4.19      0.08     23.25      5.56      0.00      0.62      0.06      0.03
11:15:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:15:01 PM  dev252-0      5.82     16.04     29.32      7.80      0.00      1.70      0.07      0.04
11:25:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:25:01 PM  dev252-0      4.25      0.17     24.10      5.70      0.00      0.94      0.03      0.01
11:35:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:35:01 PM  dev252-0      3.62      0.01     21.91      6.06      0.00      0.81      0.04      0.01
11:45:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:45:01 PM  dev252-0      4.05      0.07     46.29     11.44      0.00      0.91      0.04      0.01
11:55:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:55:01 PM  dev252-0      3.79      0.44     23.60      6.34      0.00      1.01      0.04      0.01
11:59:01 PM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
11:59:01 PM  dev252-0      3.85      0.30     21.85      5.76      0.00      0.89      0.04      0.02
12:00:01 AM    dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:00:01 AM  dev252-0      4.55      0.27     25.33      5.63      0.00      0.60      0.06      0.03
Average:       dev7-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:     dev252-0      4.27      1.42     27.89      6.87      0.00      1.11      0.06      0.03

05:35:01 PM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
05:45:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:45:01 PM        lo      0.02      0.02      0.02      0.02      0.00      0.00      0.00      0.00
05:45:01 PM      ens3     37.35     39.24     30.33     10.24      0.00      0.00      0.00      0.00
05:55:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:55:01 PM        lo      0.01      0.01      0.00      0.00      0.00      0.00      0.00      0.00
05:55:01 PM      ens3      7.12      7.36      0.58      3.15      0.00      0.00      0.00      0.00
06:05:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:05:01 PM        lo      0.06      0.06      0.05      0.05      0.00      0.00      0.00      0.00
06:05:01 PM      ens3      5.19      5.47      0.45      1.74      0.00      0.00      0.00      0.00
06:15:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:15:01 PM        lo      0.22      0.22      0.05      0.05      0.00      0.00      0.00      0.00
06:15:01 PM      ens3     10.22      7.75      6.36      3.24      0.00      0.00      0.00      0.00
06:25:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:25:01 PM        lo      0.03      0.03      0.02      0.02      0.00      0.00      0.00      0.00
06:25:01 PM      ens3     21.14     14.29     18.29      6.38      0.00      0.00      0.00      0.00
06:35:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:01 PM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:35:01 PM      ens3    101.06     58.01    127.93     23.42      0.00      0.00      0.00      0.00
06:45:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:45:01 PM        lo      1.05      1.05      0.94      0.94      0.00      0.00      0.00      0.00
06:45:01 PM      ens3     29.31     18.17     29.99     11.47      0.00      0.00      0.00      0.00
06:55:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:55:01 PM        lo      0.08      0.08      0.04      0.04      0.00      0.00      0.00      0.00
06:55:01 PM      ens3      4.79      5.15      0.39      1.31      0.00      0.00      0.00      0.00
07:05:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:05:01 PM        lo      0.02      0.02      0.02      0.02      0.00      0.00      0.00      0.00
07:05:01 PM      ens3      4.80      5.03      0.40      0.93      0.00      0.00      0.00      0.00
07:15:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:15:01 PM        lo      0.71      0.71      2.98      2.98      0.00      0.00      0.00      0.00
07:15:01 PM      ens3      7.31      7.52      1.02      3.82      0.00      0.00      0.00      0.00
07:25:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:25:01 PM        lo      0.07      0.07      0.03      0.03      0.00      0.00      0.00      0.00
07:25:01 PM      ens3      6.31      6.67      0.55      4.12      0.00      0.00      0.00      0.00
07:35:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:35:01 PM        lo      0.02      0.02      0.02      0.02      0.00      0.00      0.00      0.00
07:35:01 PM      ens3     67.05     38.47     92.03      3.32      0.00      0.00      0.00      0.00
07:45:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:45:01 PM        lo      0.02      0.02      0.02      0.02      0.00      0.00      0.00      0.00
07:45:01 PM      ens3      5.65      5.86      0.48      2.74      0.00      0.00      0.00      0.00
07:55:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:55:01 PM        lo      0.02      0.02      0.02      0.02      0.00      0.00      0.00      0.00
07:55:01 PM      ens3      8.68      8.89      0.74      9.42      0.00      0.00      0.00      0.00
08:05:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:05:01 PM        lo      0.07      0.07      0.06      0.06      0.00      0.00      0.00      0.00
08:05:01 PM      ens3     10.59     11.16      1.33     12.07      0.00      0.00      0.00      0.00
08:15:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:15:01 PM        lo      0.31      0.31      0.11      0.11      0.00      0.00      0.00      0.00
08:15:01 PM      ens3      5.48      5.58      0.46      0.90      0.00      0.00      0.00      0.00
08:25:02 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:25:02 PM        lo      0.07      0.07      0.03      0.03      0.00      0.00      0.00      0.00
08:25:02 PM      ens3     29.29     17.80     29.98     10.19      0.00      0.00      0.00      0.00
08:35:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:35:01 PM        lo      0.06      0.06      0.03      0.03      0.00      0.00      0.00      0.00
08:35:01 PM      ens3     71.30     40.63     92.92      7.98      0.00      0.00      0.00      0.00
08:45:01 PM      tun0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:45:01 PM        lo      0.06      0.06      0.05      0.05      0.00      0.00      0.00      0.00
08:45:01 PM      ens3     27.75     17.65     29.51      6.68      0.00      0.00      0.00      0.00
