Linux 3.10.0-1062.7.1.el7.x86_64 (server_rhel7.6) 	12/31/2019 	_x86_64_	(1 CPU)

12:00:01 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
10:20:01 AM      0.00     13.31     34.14      0.00     72.05      0.00      0.00      0.00      0.00
10:30:01 AM      0.00      5.64      7.70      0.00     45.91      0.00      0.00      0.00      0.00
10:40:01 AM     24.90     96.65    350.31      0.21    412.48     17.97      0.00     17.97     99.97
10:50:01 AM      0.00     13.03     30.57      0.00     61.55      0.00      0.00      0.00      0.00
11:00:01 AM      0.00      5.55      7.12      0.00     48.03      0.00      0.00      0.00      0.00
11:10:01 AM      0.00      8.53     27.57      0.00     53.98      0.00      0.00      0.00      0.00
11:20:01 AM      0.00     13.70     34.36      0.00     76.20      0.00      0.00      0.00      0.00
11:30:01 AM      0.00      5.77      9.75      0.00     47.52      0.00      0.00      0.00      0.00
11:40:01 AM      0.00      7.52      7.10      0.00     46.85      0.00      0.00      0.00      0.00
11:50:01 AM      0.00     11.94     30.43      0.00     64.50      0.00      0.00      0.00      0.00
12:00:01 PM      0.00      8.12      7.35      0.00     46.29      0.00      0.00      0.00      0.00
12:10:01 PM      0.00      7.77     27.58      0.00     53.84      0.00      0.00      0.00      0.00
12:20:02 PM      0.00     12.55     33.88      0.00     75.74      0.00      0.00      0.00      0.00
12:30:01 PM      0.00      6.75      7.95      0.00     47.28      0.00      0.00      0.00      0.00
12:40:01 PM      0.00      7.39      7.09      0.00     46.73      0.00      0.00      0.00      0.00
12:50:01 PM      0.00      7.53      7.09      0.00     45.76      0.00      0.00      0.00      0.00
01:00:01 PM      0.00     11.28     30.61      0.00     62.88      0.00      0.00      0.00      0.00
01:10:01 PM      0.00      7.72     29.61      0.00     51.20      0.00      0.00      0.00      0.00
01:20:01 PM      0.00      8.08     10.69      0.00     54.92      0.00      0.00      0.00      0.00
01:30:01 PM      0.00     11.45    164.92      0.00    106.52      0.00      0.00      0.00      0.00
01:40:01 PM      0.00      7.59      7.11      0.00     42.98      0.00      0.00      0.00      0.00
01:50:01 PM      0.00      7.44      7.10      0.00     43.81      0.00      0.00      0.00      0.00
02:00:01 PM      0.00     12.23     30.59      0.00     58.35      0.00      0.00      0.00      0.00
02:10:02 PM      0.00      7.81     27.58      0.00     47.67      0.00      0.00      0.00      0.00
02:20:01 PM      0.00      7.87     10.70      0.00     54.22      0.00      0.00      0.00      0.00
02:30:01 PM      0.00     12.15     31.18      0.00     59.25      0.00      0.00      0.00      0.00
02:40:01 PM      0.00      7.43      7.10      0.00     43.69      0.00      0.00      0.00      0.00
02:50:01 PM      0.00      7.47      9.16      0.00     45.03      0.00      0.00      0.00      0.00
03:00:02 PM      0.00     12.52     30.62      0.00     63.67      0.00      0.00      0.00      0.00
03:10:01 PM      0.00     10.44     31.37      0.00     59.74      0.00      0.00      0.00      0.00
03:20:01 PM      0.00      7.51      7.09      0.00     47.05      0.00      0.00      0.00      0.00
03:30:01 PM      0.00     12.66     31.04      0.00     64.85      0.00      0.00      0.00      0.00
03:40:02 PM      0.00      7.74      7.10      0.00     46.24      0.00      0.00      0.00      0.00
03:50:01 PM      0.00      7.63      7.11      0.00     46.86      0.00      0.00      0.00      0.00
04:00:01 PM      0.00     11.32     30.51      0.00     64.71      0.00      0.00      0.00      0.00
04:10:01 PM      0.00      8.43     31.29      0.00     60.54      0.00      0.00      0.00      0.00
04:20:01 PM      0.00      7.82      7.09      0.00     46.01      0.00      0.00      0.00      0.00
04:30:01 PM      0.00     11.23     33.14      0.00     62.58      0.00      0.00      0.00      0.00
04:40:01 PM      0.00      7.81      7.12      0.00     46.99      0.00      0.00      0.00      0.00
04:50:01 PM      0.00      7.96      7.10      0.00     45.39      0.00      0.00      0.00      0.00
05:00:01 PM      0.00     11.08     30.43      0.00     63.38      0.00      0.00      0.00      0.00
05:10:01 PM      0.00      7.98     27.56      0.00     51.31      0.00      0.00      0.00      0.00
05:20:01 PM      0.00      8.87     10.70      0.00     54.18      0.00      0.00      0.00      0.00
05:30:01 PM      0.00     11.08     31.10      0.00     62.35      0.00      0.00      0.00      0.00
05:40:01 PM      0.00      7.58      7.11      0.00     46.06      0.00      0.00      0.00      0.00
05:50:01 PM      0.00      7.77      7.09      0.00     45.59      0.00      0.00      0.00      0.00
06:00:01 PM      0.00     12.56     30.51      0.00     61.67      0.00      0.00      0.00      0.00
06:10:01 PM      0.00     11.78    211.84      0.00    151.54      0.00      0.00      0.00      0.00
06:20:01 PM      0.00      7.48      7.09      0.00     46.12      0.00      0.00      0.00      0.00
06:30:01 PM      0.00     12.69     31.14      0.00     63.42      0.00      0.00      0.00      0.00
06:40:01 PM      0.00      7.75      7.11      0.00     45.75      0.00      0.00      0.00      0.00
06:50:01 PM      0.00      7.52      7.11      0.00     45.95      0.00      0.00      0.00      0.00
07:00:01 PM      0.00     10.03     30.48      0.00     63.66      0.00      0.00      0.00      0.00
07:10:01 PM      0.00      9.03     27.70      0.00     53.46      0.00      0.00      0.00      0.00
07:20:01 PM      0.00      8.10     10.70      0.00     55.52      0.00      0.00      0.00      0.00
07:30:01 PM      0.00      5.64      7.62      0.00     45.80      0.00      0.00      0.00      0.00
07:40:01 PM      0.00     13.05     30.61      0.00     63.45      0.00      0.00      0.00      0.00
07:50:01 PM      0.00      7.73      9.14      0.00     46.03      0.00      0.00      0.00      0.00
08:00:01 PM      0.00      5.58      7.09      0.00     46.64      0.00      0.00      0.00      0.00
08:10:01 PM      0.00     11.42     50.74      0.00     68.14      0.00      0.00      0.00      0.00
08:20:01 PM      0.00      8.24     10.85      0.00     57.45      0.00      0.00      0.00      0.00
08:30:01 PM      0.00      5.71      7.62      0.00     48.44      0.00      0.00      0.00      0.00
08:40:01 PM      0.00     14.41     30.42      0.00     62.18      0.00      0.00      0.00      0.00
08:50:01 PM      0.00      7.78      7.10      0.00     46.86      0.00      0.00      0.00      0.00
09:00:01 PM      0.00      7.69      7.19      0.00     47.81      0.00      0.00      0.00      0.00
09:10:01 PM      0.00     13.39     54.63      0.00     79.00      0.00      0.00      0.00      0.00
09:20:02 PM      0.00      7.56      7.08      0.00     47.75      0.00      0.00      0.00      0.00
09:30:01 PM      0.00      5.65      9.69      0.00     48.95      0.00      0.00      0.00      0.00
09:40:01 PM      0.00     12.44     30.53      0.00     61.45      0.00      0.00      0.00      0.00
09:50:01 PM      0.00      7.62      7.10      0.00     47.48      0.00      0.00      0.00      0.00
10:00:01 PM      0.00      5.84      7.14      0.00     46.37      0.00      0.00      0.00      0.00
10:10:01 PM      0.00     12.70     91.43      0.00     82.27      0.00      0.00      0.00      0.00
10:20:01 PM      0.00     10.11     56.72      0.00     81.29      0.00      0.00      0.00      0.00
10:30:01 PM      0.00      8.14     86.27      0.00    101.88      0.00      0.00      0.00      0.00
10:40:01 PM      0.00     13.11     30.51      0.00     62.53      0.00      0.00      0.00      0.00
10:50:01 PM      0.00      7.52      7.11      0.00     46.03      0.00      0.00      0.00      0.00
11:00:01 PM      0.00      5.76      7.11      0.00     46.74      0.00      0.00      0.00      0.00
11:10:01 PM      0.00     13.97     56.65      0.00     77.47      0.00      0.00      0.00      0.00
11:20:01 PM      0.00      7.80      7.09      0.00     46.47      0.00      0.00      0.00      0.00
11:30:01 PM      0.00      5.65      7.62      0.00     47.63      0.00      0.00      0.00      0.00
11:40:01 PM      0.00     12.91     30.59      0.00     63.42      0.00      0.00      0.00      0.00
11:50:01 PM      0.00      7.97     17.13      0.00     50.08      0.00      0.00      0.00      0.00
Average:         0.17     10.04     68.51      0.00     72.85      0.25      0.00      0.25     99.98

12:00:01 AM       tps      rtps      wtps   bread/s   bwrtn/s
12:10:01 AM      0.88      0.00      0.88      0.00     22.52
12:20:01 AM      0.75      0.00      0.75      0.00     16.65
12:30:01 AM      0.52      0.00      0.52      0.00     11.58
12:40:01 AM      0.98      0.00      0.98      0.00     26.38
12:50:02 AM      0.63      0.00      0.63      0.00     15.34
01:00:01 AM      0.50      0.00      0.50      0.00     11.40
01:10:01 AM      1.30      0.00      1.30      0.00     32.89
01:20:01 AM      0.72      0.00      0.72      0.00     16.09
01:30:01 AM      0.55      0.00      0.55      0.00     11.53
01:40:01 AM      0.98      0.00      0.98      0.00     25.92
01:50:01 AM      0.66      0.00      0.66      0.00     15.46
02:00:01 AM      0.53      0.00      0.53      0.00     11.27
02:10:01 AM      1.26      0.00      1.26      0.00     31.13
02:20:02 AM      0.65      0.00      0.65      0.00     15.93
02:30:01 AM      0.55      0.00      0.55      0.00     11.72
02:40:01 AM      0.98      0.00      0.98      0.01     25.82
02:50:01 AM      0.64      0.00      0.64      0.00     15.56
03:00:01 AM      0.49      0.00      0.49      0.00     11.30
03:10:01 AM      1.16      0.00      1.16      0.00     28.71
03:20:01 AM      0.66      0.00      0.66      0.00     15.61
03:30:01 AM      0.52      0.00      0.52      0.00     11.70
03:40:01 AM      1.21      0.00      1.21      0.00     33.49
03:50:01 AM      0.67      0.00      0.67      0.00     15.44
04:00:02 AM      0.50      0.00      0.50      0.00     11.48
04:10:01 AM      1.16      0.00      1.16      0.00     30.27
04:20:01 AM      0.75      0.00      0.75      0.00     16.82
04:30:01 AM      1.01      0.00      1.01      0.00     32.00
04:40:01 AM      1.07      0.00      1.07      0.00     29.16
04:50:01 AM      0.65      0.00      0.65      0.00     15.65
05:00:01 AM      0.50      0.00      0.50      0.00     11.14
05:10:01 AM      0.96      0.00      0.96      0.00     25.14
05:20:01 AM      0.96      0.00      0.96      0.00     22.43
05:30:01 AM      0.50      0.00      0.50      0.00     11.14
05:40:01 AM      0.90      0.00      0.90      0.00     23.86
05:50:01 AM      0.71      0.00      0.71      0.00     17.30
06:00:01 AM      0.48      0.00      0.48      0.00     11.10
06:10:01 AM      0.74      0.00      0.74      0.00     16.86
06:20:01 AM      0.96      0.00      0.96      0.00     25.42
06:30:01 AM      0.50      0.00      0.50      0.00     11.05
06:40:01 AM      0.65      0.00      0.65      0.00     15.53
06:50:01 AM      1.10      0.00      1.10      0.00     29.48
07:00:01 AM      0.51      0.00      0.51      0.00     11.27
07:10:01 AM      1.05      0.03      1.02      0.21     28.07
07:20:01 AM      1.25      0.00      1.25      0.00     31.92
07:30:01 AM      1.59      0.00      1.59      0.00     37.36
07:40:01 AM      0.64      0.00      0.64      0.00     15.50
07:50:01 AM      1.10      0.00      1.10      0.00     29.12
08:00:01 AM      0.47      0.00      0.47      0.00     10.83
08:10:01 AM      0.84      0.00      0.84      0.00     18.29
08:20:01 AM      1.08      0.00      1.08      0.00     28.94
08:30:01 AM      0.52      0.00      0.52      0.00     11.74
08:40:01 AM      0.64      0.00      0.64      0.00     15.44
08:50:01 AM      0.95      0.00      0.95      0.00     25.60
09:00:01 AM      0.49      0.00      0.49      0.00     11.34
09:10:01 AM      0.68      0.00      0.68      0.00     15.80
09:20:01 AM      1.05      0.00      1.05      0.00     27.30
09:30:02 AM      0.60      0.00      0.60      0.00     14.82
09:40:01 AM      0.63      0.00      0.63      0.00     15.37
09:50:01 AM      1.00      0.00      0.99      0.01     26.33
10:00:01 AM      0.50      0.00      0.50      0.00     11.43
10:10:01 AM      0.68      0.00      0.68      0.00     15.75
10:20:01 AM      1.04      0.00      1.04      0.00     26.62
10:30:01 AM      0.51      0.00      0.51      0.00     11.27
10:40:01 AM      4.45      0.55      3.91     49.80    193.30
10:50:01 AM      0.97      0.00      0.97      0.00     26.05
11:00:01 AM      0.48      0.00      0.48      0.00     11.10
11:10:01 AM      0.74      0.00      0.74      0.00     17.05
11:20:01 AM      1.08      0.00      1.08      0.00     27.40
11:30:01 AM      0.53      0.00      0.53      0.00     11.54
11:40:01 AM      0.64      0.00      0.64      0.00     15.05
11:50:01 AM      0.89      0.00      0.89      0.00     23.88
12:00:01 PM      0.68      0.00      0.68      0.00     16.25
12:10:01 PM      0.68      0.00      0.68      0.00     15.54
12:20:02 PM      0.99      0.00      0.99      0.00     25.10
12:30:01 PM      0.57      0.00      0.57      0.00     13.50
12:40:01 PM      0.61      0.00      0.61      0.00     14.78
12:50:01 PM      0.62      0.00      0.62      0.00     15.05
01:00:01 PM      0.84      0.00      0.84      0.00     22.55
01:10:01 PM      0.67      0.00      0.67      0.00     15.43
01:20:01 PM      0.69      0.00      0.69      0.00     16.15
01:30:01 PM      0.89      0.00      0.89      0.00     22.91
01:40:01 PM      0.65      0.00      0.65      0.00     15.18
01:50:01 PM      0.62      0.00      0.62      0.00     14.89
02:00:01 PM      0.92      0.00      0.92      0.00     24.46
02:10:02 PM      0.66      0.00      0.66      0.00     15.62
02:20:01 PM      0.70      0.00      0.70      0.00     15.74
02:30:01 PM      0.91      0.00      0.91      0.00     24.30
02:40:01 PM      0.62      0.00      0.62      0.00     14.87
02:50:01 PM      0.64      0.00      0.64      0.00     14.94
03:00:02 PM      0.93      0.00      0.93      0.00     25.04
03:10:01 PM      0.88      0.00      0.88      0.00     20.88
03:20:01 PM      0.64      0.00      0.64      0.00     15.01
03:30:01 PM      0.95      0.00      0.95      0.00     25.32
03:40:02 PM      0.66      0.00      0.66      0.00     15.49
03:50:01 PM      0.65      0.00      0.65      0.00     15.27
04:00:01 PM      0.84      0.00      0.84      0.00     22.64
04:10:01 PM      0.75      0.00      0.75      0.00     16.86
04:20:01 PM      0.64      0.00      0.64      0.00     15.65
04:30:01 PM      0.85      0.00      0.85      0.00     22.45
04:40:01 PM      0.67      0.00      0.67      0.00     15.62
04:50:01 PM      0.67      0.00      0.67      0.00     15.92
05:00:01 PM      0.87      0.00      0.87      0.00     22.16
05:10:01 PM      0.68      0.00      0.68      0.00     15.96
05:20:01 PM      0.78      0.00      0.78      0.00     17.74
05:30:01 PM      0.85      0.00      0.85      0.00     22.17
05:40:01 PM      0.63      0.00      0.63      0.00     15.16
05:50:01 PM      0.64      0.00      0.64      0.00     15.54
06:00:01 PM      0.95      0.00      0.95      0.00     25.13
06:10:01 PM      1.00      0.00      1.00      0.00     23.56
06:20:01 PM      0.63      0.00      0.63      0.00     14.96
06:30:01 PM      0.95      0.00      0.95      0.00     25.38
06:40:01 PM      0.67      0.00      0.67      0.00     15.51
06:50:01 PM      0.63      0.00      0.63      0.00     15.05
07:00:01 PM      0.76      0.00      0.76      0.00     20.05
07:10:01 PM      0.73      0.00      0.73      0.00     18.07
07:20:01 PM      0.71      0.00      0.71      0.00     16.19
07:30:01 PM      0.49      0.00      0.49      0.00     11.27
07:40:01 PM      0.98      0.00      0.98      0.00     26.10
07:50:01 PM      0.65      0.00      0.65      0.00     15.46
08:00:01 PM      0.51      0.00      0.51      0.00     11.17
08:10:01 PM      0.84      0.00      0.84      0.00     22.83
08:20:01 PM      0.74      0.00      0.74      0.00     16.48
08:30:01 PM      0.50      0.00      0.50      0.00     11.42
08:40:01 PM      1.10      0.00      1.10      0.00     28.83
08:50:01 PM      0.65      0.00      0.65      0.00     15.56
09:00:01 PM      0.64      0.00      0.64      0.00     15.38
09:10:01 PM      1.05      0.00      1.05      0.00     26.77
09:20:02 PM      0.63      0.00      0.63      0.00     15.12
09:30:01 PM      0.51      0.00      0.51      0.00     11.29
09:40:01 PM      0.91      0.00      0.91      0.00     24.88
09:50:01 PM      0.66      0.00      0.66      0.00     15.24
10:00:01 PM      0.53      0.00      0.53      0.00     11.68
10:10:01 PM      1.02      0.00      1.02      0.00     25.40
10:20:01 PM      0.92      0.00      0.92      0.00     20.22
10:30:01 PM      0.62      0.00      0.62      0.00     16.27
10:40:01 PM      0.98      0.00      0.98      0.00     26.21
10:50:01 PM      0.63      0.00      0.63      0.00     15.04
11:00:01 PM      0.52      0.00      0.52      0.00     11.53
11:10:01 PM      1.07      0.00      1.07      0.00     27.94
11:20:01 PM      0.66      0.00      0.66      0.00     15.60
11:30:01 PM      0.50      0.00      0.50      0.00     11.30
11:40:01 PM      0.98      0.00      0.98      0.00     25.83
11:50:01 PM      0.67      0.00      0.67      0.00     15.94
Average:         0.79      0.00      0.79      0.35     20.08

12:00:01 AM   frmpg/s   bufpg/s   campg/s
12:10:01 AM     -4.18      0.03      0.20
12:20:01 AM      5.51      0.02      0.05
12:30:01 AM     -0.18      0.02     -0.00
12:40:01 AM     -0.46      0.07      0.25
12:50:02 AM      0.08      0.02      0.05
01:00:01 AM      0.05      0.02      0.00
01:10:01 AM      0.28      0.05     -1.39
01:20:01 AM     -0.75      0.04      0.05
01:30:01 AM     -0.22      0.01      0.00
01:40:01 AM     -0.98      0.04      0.21
01:50:01 AM     -0.32      0.02      0.05
02:00:01 AM     -0.26      0.02      0.01
02:10:01 AM     -2.05      0.03      0.24
02:20:02 AM     -0.71      0.02      0.05
02:30:01 AM     -0.22      0.03      0.00
02:40:01 AM     -0.51      0.06      0.24
02:50:01 AM     -0.07      0.01      0.05
03:00:01 AM      0.05      0.02      0.00
03:10:01 AM     -0.70      0.03      0.24
03:20:01 AM      0.44      0.03      0.05
03:30:01 AM      1.29      0.02      0.01
03:40:01 AM      0.02      0.02      0.30
03:50:01 AM     -6.49      0.04      0.04
04:00:02 AM      0.07      0.01      0.01
04:10:01 AM     -5.49      0.04     -1.44
04:20:01 AM      5.66      0.02      0.04
04:30:01 AM     25.94      0.03    -18.05
04:40:01 AM     -1.22      0.01      0.24
04:50:01 AM      0.02      0.01      0.05
05:00:01 AM     -0.26      0.02      0.00
05:10:01 AM     -6.41      0.04      0.15
05:20:01 AM      4.40      0.02      0.14
05:30:01 AM      0.21      0.01      0.01
05:40:01 AM     -0.58      0.03      0.14
05:50:01 AM     -0.69      0.01      0.14
06:00:01 AM     -0.15      0.01      0.00
06:10:01 AM     -0.49      0.02      0.05
06:20:01 AM     -0.08      0.02      0.24
06:30:01 AM      1.13      0.01      0.00
06:40:01 AM      0.56      0.03      0.05
06:50:01 AM     -0.29      0.02      0.24
07:00:01 AM     -0.64      0.01      0.00
07:10:01 AM     -6.33      0.02      0.06
07:20:01 AM      6.56      0.03     -1.44
07:30:01 AM      0.89      0.08      0.24
07:40:01 AM     -0.64      0.02      0.05
07:50:01 AM     -1.23      0.01      0.25
08:00:01 AM     -0.88      0.01      0.00
08:10:01 AM     -1.34      0.03      0.05
08:20:01 AM     -0.09      0.02      0.24
08:30:01 AM      1.77      0.01      0.00
08:40:01 AM      0.26      0.01      0.05
08:50:01 AM     -0.52      0.02      0.24
09:00:01 AM     -0.22      0.01      0.01
09:10:01 AM     -6.79      0.01      0.04
09:20:01 AM      5.53      0.02      0.25
09:30:02 AM      0.48      0.01      0.00
09:40:01 AM      0.03      0.01      0.05
09:50:01 AM      0.11      0.01     -0.17
10:00:01 AM     -0.23      0.00      0.00
10:10:01 AM     -7.33      0.00      0.05
10:20:01 AM      6.84      0.02     -1.48
10:30:01 AM     -0.37      0.01      0.00
10:40:01 AM     10.56      0.18    -11.12
10:50:01 AM     -0.88      0.03      0.27
11:00:01 AM     -0.10      0.01      0.00
11:10:01 AM     -7.35      0.01      0.04
11:20:01 AM      5.56      0.01      0.20
11:30:01 AM     -0.31      0.01      0.00
11:40:01 AM     -0.34      0.01      0.04
11:50:01 AM      0.67      0.03      0.14
12:00:01 PM     -0.04      0.01      0.09
12:10:01 PM     -5.08      0.01      0.05
12:20:02 PM      7.67      0.01      0.16
12:30:01 PM      0.09      0.00      0.10
12:40:01 PM     -0.22      0.01      0.05
12:50:01 PM     -0.11      0.01      0.05
01:00:01 PM      1.41      0.01     -1.49
01:10:01 PM     -6.95      0.01      0.05
01:20:01 PM      5.91      0.00      0.05
01:30:01 PM      0.59      0.03      0.23
01:40:01 PM     -0.50      0.02      0.04
01:50:01 PM     -0.29      0.01      0.04
02:00:01 PM     -1.00      0.03      0.22
02:10:02 PM     -7.25      0.01      0.04
02:20:01 PM      5.84      0.01      0.05
02:30:01 PM     -0.33      0.01      0.20
02:40:01 PM     -0.55      0.00      0.05
02:50:01 PM     -0.43      0.01      0.05
03:00:02 PM     -0.29      0.01      0.20
03:10:01 PM     -1.15      0.00      0.05
03:20:01 PM      0.13      0.00      0.04
03:30:01 PM      0.77      0.01      0.20
03:40:02 PM     -0.08      0.01      0.05
03:50:01 PM      0.07      0.01      0.05
04:00:01 PM      1.71      0.01     -1.49
04:10:01 PM     -0.67      0.01      0.05
04:20:01 PM     -0.35      0.01      0.05
04:30:01 PM      0.48      0.02      0.21
04:40:01 PM     -0.13      0.01      0.05
04:50:01 PM     -0.16      0.01      0.05
05:00:01 PM     -0.72      0.02      0.20
05:10:01 PM     -7.20      0.01      0.05
05:20:01 PM      5.39      0.01      0.05
05:30:01 PM     -0.54      0.01      0.20
05:40:01 PM     -0.42      0.00      0.05
05:50:01 PM     -0.51      0.00      0.05
06:00:01 PM     -0.82      0.01      0.20
06:10:01 PM      2.66      0.03      0.07
06:20:01 PM     -0.29      0.00      0.05
06:30:01 PM     -0.26      0.01      0.20
06:40:01 PM     -0.25      0.01      0.05
06:50:01 PM      0.01      0.00      0.05
07:00:01 PM     -0.13      0.01      0.11
07:10:01 PM     -5.76      0.00     -1.56
07:20:01 PM      5.25      0.00      0.05
07:30:01 PM     -0.39      0.01      0.00
07:40:01 PM     -0.87      0.00      0.25
07:50:01 PM     -0.77      0.00      0.05
08:00:01 PM     -0.25      0.01      0.00
08:10:01 PM     -7.16      0.02      0.25
08:20:01 PM      2.87      0.01      3.47
08:30:01 PM      1.24      0.01      0.02
08:40:01 PM     -0.29      0.00      0.24
08:50:01 PM      0.29      0.00      0.05
09:00:01 PM      0.12      0.00      0.00
09:10:01 PM     -0.94      0.00      0.21
09:20:02 PM      0.05      0.00      0.06
09:30:01 PM      0.76      0.01      0.00
09:40:01 PM     -0.52      0.01      0.21
09:50:01 PM     -0.20      0.01      0.05
10:00:01 PM     -0.04      0.01      0.00
10:10:01 PM    -12.83      0.01      0.21
10:20:01 PM      5.95      0.02      0.03
10:30:01 PM      6.25      0.03      0.02
10:40:01 PM      1.17      0.01     -1.46
10:50:01 PM     -0.19      0.00      0.05
11:00:01 PM     -0.26      0.01      0.00
11:10:01 PM     -1.90      0.01      0.28
11:20:01 PM     -0.35      0.01      0.05
11:30:01 PM      0.12      0.00      0.00
11:40:01 PM     -0.51      0.01      0.24
11:50:01 PM     -0.28      0.01      0.05
Average:         0.02      0.02     -0.18

12:00:01 AM kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
12:10:01 AM    108832   1773628     94.22    123592   1317852    578692     24.04    746460    773316        32
12:20:01 AM    121996   1760464     93.52    123648   1317976    561104     23.31    731528    773216         0
12:30:01 AM    121568   1760892     93.54    123704   1317972    561104     23.31    731600    773208         8
12:40:01 AM    120472   1761988     93.60    123860   1318564    561104     23.31    732380    773164         0
12:50:02 AM    120668   1761792     93.59    123908   1318672    561104     23.31    732588    773112         0
01:00:01 AM    120776   1761684     93.58    123948   1318676    561104     23.31    732708    773036         0
01:10:01 AM    121452   1761008     93.55    124064   1315352    560496     23.29    729080    772928        36
01:20:01 AM    119668   1762792     93.64    124148   1315460    560496     23.29    729444    772756        40
01:30:01 AM    119152   1763308     93.67    124180   1315468    560496     23.29    729532    772720         0
01:40:01 AM    116800   1765660     93.80    124276   1315972    560496     23.29    730352    772628         4
01:50:01 AM    116024   1766436     93.84    124316   1316080    560496     23.29    730628    772500        40
02:00:01 AM    115392   1767068     93.87    124352   1316092    560496     23.29    730704    772472         0
02:10:01 AM    110484   1771976     94.13    124412   1316656    560496     23.29    731536    772264         0
02:20:02 AM    108788   1773672     94.22    124468   1316772    560496     23.29    731844    772120        40
02:30:01 AM    108256   1774204     94.25    124528   1316776    560496     23.29    731956    772080        32
02:40:01 AM    107044   1775416     94.31    124672   1317356    560628     23.29    732828    772020         8
02:50:01 AM    106880   1775580     94.32    124700   1317468    560628     23.29    733044    771944         0
03:00:01 AM    107008   1775452     94.32    124740   1317472    560628     23.29    733112    771920        32
03:10:01 AM    105324   1777136     94.40    124816   1318048    561136     23.32    734104    771876         0
03:20:01 AM    106368   1776092     94.35    124876   1318160    561136     23.32    734308    771844         0
03:30:01 AM    109448   1773012     94.19    124912   1318172    561136     23.32    734396    771804         0
03:40:01 AM    109500   1772960     94.18    124964   1318892    561136     23.32    735288    771620        48
03:50:01 AM     93996   1788464     95.01    125064   1318980    576828     23.97    750264    771556         0
04:00:02 AM     94160   1788300     95.00    125080   1318992    576828     23.97    750360    771488        32
04:10:01 AM     81072   1801388     95.69    125184   1315568    594564     24.70    762344    771372         0
04:20:01 AM     94596   1787864     94.97    125224   1315652    576976     23.97    747420    771272        36
04:30:01 AM    156552   1725908     91.68    125292   1272556    560776     23.30    704384    756328         0
04:40:01 AM    153640   1728820     91.84    125304   1273140    560776     23.30    707220    756112        32
04:50:01 AM    153684   1728776     91.84    125324   1273252    560776     23.30    707492    755972        40
05:00:01 AM    153052   1729408     91.87    125364   1273256    560776     23.30    707612    755896         0
05:10:01 AM    137756   1744704     92.68    125448   1273612    578364     24.03    721304    755824        48
05:20:01 AM    148252   1734208     92.12    125484   1273952    560776     23.30    708652    755696         0
05:30:01 AM    148756   1733704     92.10    125496   1273976    560776     23.30    706728    755640         8
05:40:01 AM    147360   1735100     92.17    125556   1274320    560776     23.30    707204    755560         0
05:50:01 AM    145724   1736736     92.26    125584   1274656    560776     23.30    707652    755476         0
06:00:01 AM    145368   1737092     92.28    125596   1274656    560776     23.30    707744    755396         0
06:10:01 AM    144208   1738252     92.34    125632   1274772    560776     23.30    707988    755304        32
06:20:01 AM    144008   1738452     92.35    125672   1275356    560776     23.30    708680    755236         0
06:30:01 AM    146696   1735764     92.21    125704   1275360    560776     23.30    708788    755164         0
06:40:01 AM    148044   1734416     92.14    125768   1275472    560776     23.30    709024    755104         0
06:50:01 AM    147360   1735100     92.17    125808   1276056    560776     23.30    709796    754956        36
07:00:01 AM    145832   1736628     92.25    125832   1276060    563956     23.43    710796    754952         0
07:10:01 AM    130728   1751732     93.06    125884   1276196    578364     24.03    740200    739976         0
07:20:01 AM    146372   1736088     92.22    125948   1272760    560776     23.30    721788    739808        36
07:30:01 AM    148508   1733952     92.11    126148   1273340    560776     23.30    724196    738196         0
07:40:01 AM    146976   1735484     92.19    126192   1273448    560776     23.30    724436    738108        32
07:50:01 AM    144052   1738408     92.35    126216   1274036    560776     23.30    725196    737960         0
08:00:01 AM    141940   1740520     92.46    126228   1274040    560776     23.30    725260    737912         0
08:10:01 AM    138752   1743708     92.63    126288   1274160    560776     23.30    725624    737728        16
08:20:01 AM    138528   1743932     92.64    126344   1274744    561104     23.31    726572    737640         4
08:30:01 AM    142756   1739704     92.42    126372   1274752    561104     23.31    726640    737608         0
08:40:01 AM    143372   1739088     92.38    126384   1274860    561104     23.31    726808    737560        32
08:50:01 AM    142132   1740328     92.45    126428   1275432    561104     23.31    727592    737432         8
09:00:01 AM    141596   1740864     92.48    126448   1275448    561104     23.31    727676    737344        32
09:10:01 AM    125412   1757048     93.34    126472   1275548    578692     24.04    743036    737320         0
09:20:01 AM    138628   1743832     92.64    126516   1276148    561104     23.31    728540    737248        40
09:30:02 AM    139764   1742696     92.58    126544   1276152    561104     23.31    728616    737204         8
09:40:01 AM    139844   1742616     92.57    126576   1276260    561104     23.31    728812    737164        32
09:50:01 AM    140100   1742360     92.56    126608   1275848    561104     23.31    728432    737140        20
10:00:01 AM    139540   1742920     92.59    126616   1275852    561104     23.31    728524    737072        32
10:10:01 AM    122052   1760408     93.52    126624   1275960    578692     24.04    743912    737004         0
10:20:01 AM    138380   1744080     92.65    126660   1272432    561104     23.31    725364    736856         0
10:30:01 AM    137500   1744960     92.70    126684   1272440    561104     23.31    725456    736796         4
10:40:01 AM    162700   1719760     91.36    127112   1245896    561476     23.33    702752    735632        20
10:50:01 AM    160608   1721852     91.47    127188   1246544    561476     23.33    703560    735556         0
