Linux 2.6.18-398.el5 (server_rhel5) 	01/05/2020

12:00:01 AM    proc/s
12:10:01 AM     76.83
12:20:01 AM    107.17
12:30:01 AM    105.19
12:40:01 AM    110.02
12:50:01 AM     15.20
01:00:01 AM     89.41
01:10:01 AM     65.69
01:20:01 AM     41.29
01:30:01 AM     22.27
01:40:01 AM     20.21
01:50:01 AM     75.95
02:00:01 AM    175.05
Average:        75.36

12:00:01 AM   cswch/s
12:10:01 AM   5551.93
12:20:01 AM   5974.30
12:30:01 AM   6288.31
12:40:01 AM   5940.90
12:50:01 AM   4240.95
01:00:01 AM   4651.12
01:10:01 AM   5831.87
01:20:01 AM   6065.06
01:30:01 AM   4515.08
01:40:01 AM   4092.01
01:50:01 AM   8262.38
02:00:01 AM   9662.14
Average:      5922.82

12:00:01 AM       CPU     %user     %nice   %system   %iowait    %steal     %idle
02:20:01 PM         3     12.98      0.00     25.63      1.30      0.00     60.10
02:20:01 PM         4     15.67      0.00     24.46      1.40      0.00     58.46
02:20:01 PM         5     15.90      0.00     23.80      1.33      0.00     58.97
02:20:01 PM         6     35.15      0.00     31.39     10.57      0.00     22.88
02:20:01 PM         7     18.27      0.00     37.37     32.08      0.00     12.27
02:30:01 PM       all     12.12      0.00     27.65      6.57      0.00     53.67
02:30:01 PM         0      8.74      0.00     26.25      1.07      0.00     63.93
02:30:01 PM         1      7.22      0.00     26.06      1.03      0.00     65.69
02:30:01 PM         2      8.79      0.00     25.47      1.11      0.00     64.63
02:30:01 PM         3      9.19      0.00     25.05      1.07      0.00     64.68
02:30:01 PM         4      7.64      0.00     25.25      1.14      0.00     65.96
02:30:01 PM         5      9.55      0.00     24.99      1.22      0.00     64.23
02:30:01 PM         6     29.48      0.00     31.89     11.33      0.00     27.30
02:30:01 PM         7     16.35      0.00     36.20     34.56      0.00     12.89
02:40:01 PM       all     17.81      0.00     27.50      6.36      0.00     48.33
02:40:01 PM         0     15.64      0.00     25.58      1.16      0.00     57.62
02:40:01 PM         1     16.86      0.00     24.91      1.25      0.00     56.97
02:40:01 PM         2     16.26      0.00     25.12      1.16      0.00     57.46
02:40:01 PM         3     11.91      0.00     25.97      1.43      0.00     60.69
02:40:01 PM         4     14.91      0.00     24.45      1.36      0.00     59.28
02:40:01 PM         5     13.19      0.00     24.83      1.46      0.00     60.52
02:40:01 PM         6     35.56      0.00     31.89     10.33      0.00     22.21
02:40:01 PM         7     18.14      0.00     37.28     32.71      0.00     11.86
02:50:01 PM       all     17.75      0.00     27.03      6.40      0.00     48.81
02:50:01 PM         0     14.66      0.00     26.08      1.15      0.00     58.12
02:50:01 PM         1     13.26      0.00     25.24      1.18      0.00     60.31
02:50:01 PM         2     14.75      0.00     25.02      1.12      0.00     59.11
02:50:01 PM         3     13.98      0.00     24.80      1.34      0.00     59.89
02:50:01 PM         4     19.73      0.00     22.66      1.30      0.00     56.31
02:50:01 PM         5     13.01      0.00     24.32      1.50      0.00     61.18
02:50:01 PM         6     34.70      0.00     31.29      9.88      0.00     24.13
02:50:01 PM         7     17.95      0.00     36.85     33.74      0.00     11.46
03:00:01 PM       all     14.18      0.00     29.96      6.24      0.00     49.62
03:00:01 PM         0     11.76      0.00     28.25      1.08      0.00     58.91
03:00:01 PM         1     10.88      0.00     28.25      1.22      0.00     59.66
03:00:01 PM         2     10.97      0.00     27.91      1.20      0.00     59.92
03:00:01 PM         3     11.98      0.00     27.45      1.18      0.00     59.39
03:00:01 PM         4     11.24      0.00     27.59      1.15      0.00     60.02
03:00:01 PM         5     10.06      0.00     26.96      1.24      0.00     61.74
03:00:01 PM         6     29.08      0.00     35.17     12.33      0.00     23.41
03:00:01 PM         7     17.49      0.00     38.10     30.53      0.00     13.87
03:10:01 PM       all     23.33      0.00     30.22      8.08      0.00     38.37
03:10:01 PM         0     22.88      0.00     27.79      3.35      0.00     45.99
03:10:01 PM         1     23.77      0.00     26.81      3.60      0.00     45.83
03:10:01 PM         2     19.90      0.00     27.83      3.77      0.00     48.51
03:10:01 PM         3     23.49      0.00     26.01      3.61      0.00     46.89
03:10:01 PM         4     21.99      0.00     26.09      3.70      0.00     48.22
03:10:01 PM         5     20.63      0.00     26.56      4.09      0.00     48.72
03:10:01 PM         6     33.65      0.00     38.85     13.26      0.00     14.24
03:10:01 PM         7     20.32      0.00     41.88     29.26      0.00      8.54
03:20:01 PM       all     24.81      0.00     39.91      7.79      0.00     27.48
03:20:01 PM         0     22.99      0.00     36.99      5.01      0.00     35.01
03:20:01 PM         1     24.57      0.00     35.87      5.06      0.00     34.50
03:20:01 PM         2     25.04      0.00     36.02      5.08      0.00     33.87
03:20:01 PM         3     23.04      0.00     36.37      5.53      0.00     35.06
03:20:01 PM         4     24.33      0.00     34.71      5.72      0.00     35.25
03:20:01 PM         5     25.42      0.00     34.81      5.70      0.00     34.06
03:20:01 PM         6     28.95      0.00     51.50     11.07      0.00      8.47
03:20:01 PM         7     24.15      0.00     53.00     19.19      0.00      3.65
03:30:01 PM       all     14.00      0.00     28.38      6.62      0.00     51.00
03:30:01 PM         0     10.86      0.00     27.01      1.25      0.00     60.88
03:30:01 PM         1      9.52      0.00     26.93      1.39      0.00     62.17
03:30:01 PM         2     10.33      0.00     26.97      1.34      0.00     61.36
03:30:01 PM         3     11.26      0.00     25.68      1.43      0.00     61.63
03:30:01 PM         4     11.97      0.00     25.40      1.42      0.00     61.21
03:30:01 PM         5     10.71      0.00     25.43      1.63      0.00     62.23
03:30:01 PM         6     29.29      0.00     32.92     12.36      0.00     25.43
03:30:01 PM         7     18.10      0.00     36.69     32.16      0.00     13.04
03:40:01 PM       all     18.62      0.00     24.35      6.16      0.00     50.88
03:40:01 PM         0     15.02      0.00     21.38      1.14      0.00     62.47
03:40:01 PM         1     17.48      0.00     21.07      1.30      0.00     60.15
03:40:01 PM         2     14.61      0.00     21.72      1.17      0.00     62.50
03:40:01 PM         3     14.31      0.00     20.82      1.33      0.00     63.53
03:40:01 PM         4     16.56      0.00     20.25      1.40      0.00     61.79
03:40:01 PM         5     19.10      0.00     19.60      1.40      0.00     59.91
03:40:01 PM         6     34.38      0.00     29.75     11.20      0.00     24.66
03:40:01 PM         7     17.47      0.00     40.17     30.33      0.00     12.03
03:50:01 PM       all     18.96      0.00     26.99      6.38      0.00     47.67
03:50:01 PM         0     20.10      0.00     24.52      1.07      0.00     54.31
03:50:01 PM         1     13.40      0.00     26.23      1.17      0.00     59.21
03:50:01 PM         2     17.34      0.00     24.05      1.20      0.00     57.41
03:50:01 PM         3     15.21      0.00     23.95      1.42      0.00     59.42
03:50:01 PM         4     17.58      0.00     23.91      1.30      0.00     57.21
03:50:01 PM         5     14.99      0.00     24.48      1.42      0.00     59.11
03:50:01 PM         6     34.41      0.00     31.65     11.36      0.00     22.58
03:50:01 PM         7     18.65      0.00     37.13     32.13      0.00     12.09
04:00:01 PM       all     15.43      0.00     29.37      6.31      0.00     48.89
04:00:01 PM         0     13.53      0.00     27.60      1.24      0.00     57.62
04:00:01 PM         1     11.47      0.00     27.88      1.20      0.00     59.45
04:00:01 PM         2     11.69      0.00     27.67      1.49      0.00     59.15
04:00:01 PM         3     13.09      0.00     27.24      1.40      0.00     58.28
04:00:01 PM         4     11.10      0.00     26.99      1.50      0.00     60.42
04:00:01 PM         5     11.93      0.00     26.71      1.59      0.00     59.77
04:00:01 PM         6     28.58      0.00     34.23     12.91      0.00     24.28
04:00:01 PM         7     22.06      0.00     36.66     29.17      0.00     12.12
04:10:01 PM       all     27.92      0.00     19.80      7.69      0.00     44.60
04:10:01 PM         0     23.75      0.00     15.59      2.61      0.00     58.04
04:10:01 PM         1     38.21      0.00     16.85      2.27      0.00     42.66
04:10:01 PM         2     22.60      0.00     16.98      3.18      0.00     57.24
04:10:01 PM         3     34.62      0.00     14.97      2.71      0.00     47.71
04:10:01 PM         4     24.79      0.00     15.30      2.95      0.00     56.96
04:10:01 PM         5     20.15      0.00     15.70      2.89      0.00     61.27
04:10:01 PM         6     36.75      0.00     29.18     13.92      0.00     20.15
04:10:01 PM         7     22.46      0.00     33.80     30.97      0.00     12.77
04:20:01 PM       all     13.96      0.00      5.87      8.42      0.00     71.75
04:20:01 PM         0     13.81      0.00      1.66      1.33      0.00     83.20
04:20:01 PM         1     11.57      0.00      1.36      1.46      0.00     85.60
04:20:01 PM         2     10.54      0.00      1.22      1.36      0.00     86.88
04:20:01 PM         3      6.73      0.00      1.09      1.19      0.00     90.99
04:20:01 PM         4      8.66      0.00      1.20      1.56      0.00     88.58
04:20:01 PM         5      5.88      0.00      1.40      1.10      0.00     91.62
04:20:01 PM         6     37.39      0.00     16.81     14.78      0.00     31.02
04:20:01 PM         7     17.12      0.00     22.23     44.55      0.00     16.10
04:30:01 PM       all      8.78      0.00      7.81      7.98      0.00     75.43
04:30:01 PM         0      3.87      0.00      3.23      0.97      0.00     91.93
04:30:01 PM         1      3.27      0.00      3.48      1.22      0.00     92.03
04:30:01 PM         2      4.76      0.00      3.14      1.00      0.00     91.10
04:30:01 PM         3      4.30      0.00      3.31      1.07      0.00     91.32
04:30:01 PM         4      3.33      0.00      3.28      1.19      0.00     92.20
04:30:01 PM         5      3.27      0.00      3.50      1.03      0.00     92.21
04:30:01 PM         6     28.38      0.00     18.70     18.30      0.00     34.62
04:30:01 PM         7     19.09      0.00     23.83     39.04      0.00     18.03
04:40:01 PM       all     18.09      0.00     21.46      6.88      0.00     53.57
04:40:01 PM         0     14.73      0.00     19.26      1.45      0.00     64.55
04:40:01 PM         1     12.69      0.00     19.00      1.66      0.00     66.64
04:40:01 PM         2     16.98      0.00     17.04      1.49      0.00     64.49
04:40:01 PM         3     14.83      0.00     17.95      1.64      0.00     65.58
04:40:01 PM         4     18.15      0.00     17.04      1.85      0.00     62.96
04:40:01 PM         5     14.60      0.00     17.25      1.73      0.00     66.42
04:40:01 PM         6     33.57      0.00     28.97     11.61      0.00     25.85
04:40:01 PM         7     19.14      0.00     35.12     33.64      0.00     12.09
04:50:01 PM       all     12.12      0.00      5.75      8.11      0.00     74.03
04:50:01 PM         0      8.71      0.00      1.19      1.16      0.00     88.94
04:50:01 PM         1      9.96      0.00      1.27      1.07      0.00     87.70
04:50:01 PM         2      7.96      0.00      1.22      1.09      0.00     89.74
04:50:01 PM         3      5.51      0.00      1.04      1.10      0.00     92.36
04:50:01 PM         4      6.99      0.00      1.24      0.90      0.00     90.87
04:50:01 PM         5      4.84      0.00      1.24      1.00      0.00     92.92
04:50:01 PM         6     36.54      0.00     16.23     13.54      0.00     33.70
04:50:01 PM         7     16.43      0.00     22.54     45.01      0.00     16.02
05:00:01 PM       all      9.30      0.00     10.28      7.66      0.00     72.76
05:00:01 PM         0      5.27      0.00      6.20      0.84      0.00     87.69
05:00:01 PM         1      4.86      0.00      5.84      0.84      0.00     88.46
05:00:01 PM         2      4.90      0.00      5.76      0.89      0.00     88.45
05:00:01 PM         3      4.49      0.00      5.78      0.93      0.00     88.80
05:00:01 PM         4      4.96      0.00      5.90      0.91      0.00     88.23
05:00:01 PM         5      4.49      0.00      6.19      0.94      0.00     88.38
05:00:01 PM         6     28.34      0.00     20.48     15.16      0.00     36.01
05:00:01 PM         7     17.12      0.00     26.06     40.78      0.00     16.05
05:10:01 PM       all     22.27      0.00     26.31      7.01      0.00     44.40
05:10:01 PM         0     20.39      0.00     24.01      2.39      0.00     53.22
05:10:01 PM         1     21.45      0.00     22.99      2.21      0.00     53.35
05:10:01 PM         2     22.65      0.00     22.53      2.62      0.00     52.21
05:10:01 PM         3     21.18      0.00     22.80      2.14      0.00     53.89
05:10:01 PM         4     18.01      0.00     23.66      2.45      0.00     55.89
05:10:01 PM         5     18.55      0.00     23.19      2.69      0.00     55.57
05:10:01 PM         6     35.02      0.00     33.44     10.54      0.00     20.99
05:10:01 PM         7     20.94      0.00     37.86     31.06      0.00     10.14
05:20:01 PM       all     18.59      0.00     25.93      6.59      0.00     48.88
05:20:01 PM         0     14.30      0.00     24.57      1.29      0.00     59.84
05:20:01 PM         1     14.66      0.00     23.82      1.54      0.00     59.97
05:20:01 PM         2     17.02      0.00     23.38      1.70      0.00     57.90
05:20:01 PM         3     14.69      0.00     24.35      1.61      0.00     59.35
05:20:01 PM         4     16.51      0.00     23.27      1.65      0.00     58.57
05:20:01 PM         5     16.57      0.00     21.85      1.68      0.00     59.90
05:20:01 PM         6     34.94      0.00     30.70     11.63      0.00     22.73
05:20:01 PM         7     20.02      0.00     35.53     31.65      0.00     12.80
05:30:02 PM       all     12.82      0.00     26.34      6.69      0.00     54.14
05:30:02 PM         0      8.91      0.00     25.27      1.12      0.00     64.70
05:30:02 PM         1     10.56      0.00     24.08      1.11      0.00     64.25
05:30:02 PM         2      8.96      0.00     24.86      1.25      0.00     64.93
05:30:02 PM         3      9.14      0.00     23.71      1.29      0.00     65.86
05:30:02 PM         4      8.71      0.00     23.77      1.38      0.00     66.14
05:30:02 PM         5      8.73      0.00     23.21      1.24      0.00     66.82
05:30:02 PM         6     28.67      0.00     31.03     12.44      0.00     27.86
05:30:02 PM         7     18.90      0.00     34.80     33.73      0.00     12.57
05:40:01 PM       all     18.45      0.00     26.80      6.39      0.00     48.37
05:40:01 PM         0     17.50      0.00     24.59      1.20      0.00     56.70
05:40:01 PM         1     18.52      0.00     24.52      1.24      0.00     55.73
05:40:01 PM         2     15.95      0.00     24.56      1.11      0.00     58.38
05:40:01 PM         3     12.95      0.00     24.95      1.40      0.00     60.69
05:40:01 PM         4     14.94      0.00     24.16      1.27      0.00     59.63
05:40:01 PM         5     13.05      0.00     24.23      1.51      0.00     61.21
05:40:01 PM         6     34.70      0.00     31.50     11.18      0.00     22.62
05:40:01 PM         7     19.97      0.00     35.86     32.19      0.00     11.98
05:50:01 PM       all     18.43      0.00     26.44      6.50      0.00     48.63
05:50:01 PM         0     18.00      0.00     23.98      1.16      0.00     56.85
05:50:01 PM         1     17.18      0.00     23.58      1.30      0.00     57.95
05:50:01 PM         2     14.17      0.00     25.24      1.47      0.00     59.11
05:50:01 PM         3     16.37      0.00     23.95      1.22      0.00     58.46
05:50:01 PM         4     14.21      0.00     24.02      1.87      0.00     59.89
05:50:01 PM         5     12.07      0.00     24.23      1.53      0.00     62.17
05:50:01 PM         6     35.56      0.00     30.34     11.19      0.00     22.91
05:50:01 PM         7     19.90      0.00     36.18     32.24      0.00     11.68
06:00:01 PM       all     14.13      0.00     29.43      6.36      0.00     50.09
06:00:01 PM         0     11.39      0.00     27.93      1.01      0.00     59.68
06:00:01 PM         1     10.37      0.00     28.17      0.99      0.00     60.47
06:00:01 PM         2     12.04      0.00     27.40      1.13      0.00     59.43
06:00:01 PM         3      9.77      0.00     27.61      1.15      0.00     61.46
06:00:01 PM         4     11.41      0.00     26.79      1.42      0.00     60.38
06:00:01 PM         5     10.85      0.00     26.44      1.29      0.00     61.42
06:00:01 PM         6     28.52      0.00     33.93     12.19      0.00     25.36
06:00:01 PM         7     18.66      0.00     37.14     31.71      0.00     12.49
06:10:01 PM       all     18.61      0.00     26.73      6.86      0.00     47.80
06:10:01 PM         0     16.90      0.00     24.84      1.73      0.00     56.54
06:10:01 PM         1     14.09      0.00     25.27      1.74      0.00     58.89
06:10:01 PM         2     19.45      0.00     23.07      1.71      0.00     55.76
06:10:01 PM         3     15.96      0.00     24.16      1.70      0.00     58.17
06:10:01 PM         4     14.10      0.00     24.21      1.90      0.00     59.79
06:10:01 PM         5     14.02      0.00     23.66      1.99      0.00     60.34
06:10:01 PM         6     34.30      0.00     32.09     11.19      0.00     22.42
06:10:01 PM         7     20.05      0.00     36.52     32.92      0.00     10.52
06:20:01 PM       all     18.70      0.00     26.86      6.46      0.00     47.98
06:20:01 PM         0     13.18      0.00     26.15      1.30      0.00     59.37
06:20:01 PM         1     17.01      0.00     24.89      1.40      0.00     56.69
06:20:01 PM         2     15.87      0.00     24.65      1.32      0.00     58.16
06:20:01 PM         3     17.84      0.00     24.09      1.43      0.00     56.64
06:20:01 PM         4     15.11      0.00     24.13      1.31      0.00     59.45
06:20:01 PM         5     15.88      0.00     23.40      1.45      0.00     59.26
06:20:01 PM         6     35.06      0.00     31.25     10.74      0.00     22.94
06:20:01 PM         7     19.59      0.00     36.30     32.75      0.00     11.35
06:30:01 PM       all     12.84      0.00     26.83      6.67      0.00     53.67
06:30:01 PM         0      9.58      0.00     25.14      1.15      0.00     64.13
06:30:01 PM         1     10.37      0.00     24.57      1.17      0.00     63.89
06:30:01 PM         2      9.55      0.00     24.77      1.19      0.00     64.48
06:30:01 PM         3      8.40      0.00     24.81      1.16      0.00     65.63
06:30:01 PM         4      9.15      0.00     24.69      1.31      0.00     64.85
06:30:01 PM         5      8.41      0.00     23.75      1.33      0.00     66.51
06:30:01 PM         6     29.05      0.00     32.08     14.41      0.00     24.46
06:30:01 PM         7     18.19      0.00     34.80     31.61      0.00     15.40
06:40:01 PM       all     18.78      0.00     26.76      6.50      0.00     47.97
06:40:01 PM         0     16.78      0.00     24.94      1.50      0.00     56.78
06:40:01 PM         1     16.09      0.00     24.40      1.61      0.00     57.90
06:40:01 PM         2     15.11      0.00     25.05      1.28      0.00     58.56
06:40:01 PM         3     15.07      0.00     25.14      1.82      0.00     57.97
06:40:01 PM         4     14.79      0.00     24.16      1.49      0.00     59.55
06:40:01 PM         5     16.93      0.00     23.33      1.53      0.00     58.20
06:40:01 PM         6     35.88      0.00     30.55     10.50      0.00     23.07
06:40:01 PM         7     19.55      0.00     36.49     32.24      0.00     11.71
06:50:01 PM       all     18.33      0.00     26.09      6.52      0.00     49.05
06:50:01 PM         0     16.31      0.00     24.04      1.29      0.00     58.35
06:50:01 PM         1     13.12      0.00     24.90      1.27      0.00     60.72
06:50:01 PM         2     14.80      0.00     24.27      1.38      0.00     59.55
06:50:01 PM         3     18.92      0.00     22.84      1.34      0.00     56.90
06:50:01 PM         4     16.46      0.00     23.01      1.48      0.00     59.05
06:50:01 PM         5     12.12      0.00     23.96      1.59      0.00     62.34
06:50:01 PM         6     34.19      0.00     30.51     10.55      0.00     24.75
06:50:01 PM         7     20.74      0.00     35.20     33.30      0.00     10.76
07:00:01 PM       all     13.97      0.00     28.81      6.39      0.00     50.84
07:00:01 PM         0     12.67      0.00     26.84      1.10      0.00     59.39
07:00:01 PM         1     11.37      0.00     26.71      1.08      0.00     60.84
07:00:01 PM         2     10.19      0.00     26.78      1.21      0.00     61.83
07:00:01 PM         3     10.02      0.00     27.00      1.36      0.00     61.62
07:00:01 PM         4      8.90      0.00     27.12      1.21      0.00     62.77
07:00:01 PM         5     10.58      0.00     26.02      1.51      0.00     61.89
07:00:01 PM         6     28.72      0.00     33.16     11.81      0.00     26.32
07:00:01 PM         7     19.31      0.00     36.84     31.82      0.00     12.03
07:10:01 PM       all     18.84      0.00     27.33      6.53      0.00     47.30
07:10:01 PM         0     18.69      0.00     24.50      1.44      0.00     55.37
07:10:01 PM         1     14.32      0.00     25.38      1.76      0.00     58.54
07:10:01 PM         2     12.83      0.00     26.02      1.70      0.00     59.45
07:10:01 PM         3     18.34      0.00     23.52      1.51      0.00     56.62
07:10:01 PM         4     18.60      0.00     22.89      1.95      0.00     56.56
07:10:01 PM         5     14.19      0.00     24.45      2.07      0.00     59.29
07:10:01 PM         6     34.47      0.00     33.24     10.83      0.00     21.47
07:10:01 PM         7     19.27      0.00     38.67     30.94      0.00     11.12
07:20:01 PM       all     18.14      0.00     26.51      6.43      0.00     48.92
07:20:01 PM         0     18.43      0.00     23.65      1.11      0.00     56.81
07:20:01 PM         1     13.97      0.00     25.03      1.20      0.00     59.81
07:20:01 PM         2     12.66      0.00     25.08      1.11      0.00     61.15
07:20:01 PM         3     14.32      0.00     24.40      1.23      0.00     60.05
07:20:01 PM         4     21.48      0.00     22.40      1.16      0.00     54.96
07:20:01 PM         5     12.47      0.00     24.51      1.40      0.00     61.62
07:20:01 PM         6     33.25      0.00     31.12     12.34      0.00     23.29
07:20:01 PM         7     18.53      0.00     35.89     31.88      0.00     13.70
07:30:01 PM       all     12.88      0.00     26.93      6.60      0.00     53.60
07:30:01 PM         0      8.85      0.00     25.12      0.98      0.00     65.06
07:30:01 PM         1     10.13      0.00     24.67      1.07      0.00     64.14
07:30:01 PM         2      7.84      0.00     26.23      1.11      0.00     64.82
07:30:01 PM         3     10.11      0.00     24.39      1.08      0.00     64.42
07:30:01 PM         4      8.90      0.00     24.71      1.23      0.00     65.16
07:30:01 PM         5     10.00      0.00     23.39      1.30      0.00     65.30
07:30:01 PM         6     29.24      0.00     31.50     12.20      0.00     27.07
07:30:01 PM         7     17.93      0.00     35.42     33.85      0.00     12.80
07:40:01 PM       all     18.72      0.00     26.89      6.37      0.00     48.02
07:40:01 PM         0     14.23      0.00     25.87      1.16      0.00     58.74
07:40:01 PM         1     15.00      0.00     24.86      1.36      0.00     58.79
07:40:01 PM         2     15.49      0.00     25.18      1.38      0.00     57.96
07:40:01 PM         3     17.83      0.00     23.89      1.23      0.00     57.05
07:40:01 PM         4     18.46      0.00     22.92      1.37      0.00     57.25
07:40:01 PM         5     13.55      0.00     24.83      1.57      0.00     60.05
07:40:01 PM         6     35.31      0.00     30.97      9.77      0.00     23.95
07:40:01 PM         7     19.92      0.00     36.60     33.15      0.00     10.33
07:50:02 PM       all     18.04      0.00     26.22      6.47      0.00     49.27
07:50:02 PM         0     13.58      0.00     25.23      1.18      0.00     60.00
07:50:02 PM         1     15.28      0.00     23.98      1.16      0.00     59.59
07:50:02 PM         2     15.40      0.00     23.85      1.16      0.00     59.59
07:50:02 PM         3     17.61      0.00     23.44      1.24      0.00     57.71
07:50:02 PM         4     13.85      0.00     23.64      1.35      0.00     61.16
07:50:02 PM         5     15.71      0.00     22.90      1.39      0.00     60.01
07:50:02 PM         6     34.30      0.00     30.24     10.99      0.00     24.47
07:50:02 PM         7     18.56      0.00     36.48     33.33      0.00     11.62
08:00:01 PM       all     14.21      0.00     29.09      6.33      0.00     50.37
08:00:01 PM         0     10.98      0.00     27.70      1.05      0.00     60.28
08:00:01 PM         1     10.85      0.00     27.56      1.02      0.00     60.56
08:00:01 PM         2     11.00      0.00     27.42      1.17      0.00     60.41
08:00:01 PM         3     12.81      0.00     26.29      1.20      0.00     59.70
08:00:01 PM         4     10.50      0.00     26.45      1.24      0.00     61.81
08:00:01 PM         5     10.33      0.00     26.89      1.28      0.00     61.50
08:00:01 PM         6     28.89      0.00     33.17     12.03      0.00     25.91
08:00:01 PM         7     18.33      0.00     37.22     31.63      0.00     12.82
08:10:01 PM       all     18.81      0.00     27.55      6.64      0.00     47.00
08:10:01 PM         0     15.87      0.00     25.62      1.55      0.00     56.96
08:10:01 PM         1     17.82      0.00     24.60      1.71      0.00     55.87
08:10:01 PM         2     16.60      0.00     24.96      1.61      0.00     56.84
08:10:01 PM         3     14.30      0.00     25.32      1.70      0.00     58.68
08:10:01 PM         4     17.44      0.00     24.78      1.84      0.00     55.95
08:10:01 PM         5     15.20      0.00     24.19      2.09      0.00     58.51
08:10:01 PM         6     33.60      0.00     33.10     10.67      0.00     22.63
08:10:01 PM         7     19.70      0.00     37.84     31.93      0.00     10.53
08:20:01 PM       all     18.12      0.00     27.16      6.39      0.00     48.33
08:20:01 PM         0     14.21      0.00     26.03      1.11      0.00     58.65
08:20:01 PM         1     14.43      0.00     25.40      1.18      0.00     58.99
08:20:01 PM         2     19.49      0.00     24.08      1.14      0.00     55.29
08:20:01 PM         3     15.09      0.00     24.51      1.23      0.00     59.18
08:20:01 PM         4     14.96      0.00     24.42      1.42      0.00     59.20
08:20:01 PM         5     14.08      0.00     24.30      1.38      0.00     60.23
08:20:01 PM         6     33.73      0.00     31.81     10.77      0.00     23.69
08:20:01 PM         7     18.98      0.00     36.70     32.91      0.00     11.41
08:30:01 PM       all     11.45      0.00     27.42      6.57      0.00     54.56
08:30:01 PM         0      8.57      0.00     25.76      0.90      0.00     64.76
08:30:01 PM         1      7.46      0.00     25.22      1.03      0.00     66.30
08:30:01 PM         2      7.45      0.00     25.85      1.04      0.00     65.65
08:30:01 PM         3      7.25      0.00     25.62      1.08      0.00     66.05
08:30:01 PM         4      7.86      0.00     25.02      1.13      0.00     65.99
08:30:01 PM         5      8.90      0.00     24.44      1.10      0.00     65.56
08:30:01 PM         6     28.44      0.00     31.41     12.30      0.00     27.85
08:30:01 PM         7     15.70      0.00     36.07     33.95      0.00     14.28
08:40:01 PM       all     17.33      0.00     27.41      6.38      0.00     48.88
08:40:01 PM         0     13.41      0.00     26.06      1.10      0.00     59.43
08:40:01 PM         1     16.72      0.00     25.07      1.11      0.00     57.10
08:40:01 PM         2     15.27      0.00     25.15      1.11      0.00     58.47
08:40:01 PM         3     14.46      0.00     25.00      1.10      0.00     59.44
08:40:01 PM         4     12.32      0.00     24.66      1.33      0.00     61.68
08:40:01 PM         5     14.60      0.00     24.18      1.43      0.00     59.79
08:40:01 PM         6     34.11      0.00     31.89     10.54      0.00     23.46
08:40:01 PM         7     17.76      0.00     37.27     33.33      0.00     11.65
08:50:01 PM       all     17.14      0.00     27.17      6.38      0.00     49.31
08:50:01 PM         0     14.36      0.00     25.26      1.16      0.00     59.23
08:50:01 PM         1     13.18      0.00     25.78      1.11      0.00     59.93
08:50:01 PM         2     14.09      0.00     25.48      1.13      0.00     59.29
08:50:01 PM         3     16.82      0.00     23.84      1.13      0.00     58.21
08:50:01 PM         4     13.38      0.00     24.98      1.28      0.00     60.37
08:50:01 PM         5     13.39      0.00     23.90      1.21      0.00     61.49
08:50:01 PM         6     34.39      0.00     30.91      9.78      0.00     24.92
08:50:01 PM         7     17.49      0.00     37.22     34.28      0.00     11.01
09:00:01 PM       all     12.85      0.00     30.22      6.28      0.00     50.65
09:00:01 PM         0      8.13      0.00     29.60      1.05      0.00     61.22
09:00:01 PM         1      7.93      0.00     29.29      1.21      0.00     61.56
09:00:01 PM         2     11.04      0.00     27.35      1.18      0.00     60.43
09:00:01 PM         3      9.78      0.00     27.41      1.16      0.00     61.65
09:00:01 PM         4     10.20      0.00     27.59      1.29      0.00     60.92
09:00:01 PM         5      9.33      0.00     27.68      1.37      0.00     61.62
09:00:01 PM         6     28.89      0.00     34.35     11.25      0.00     25.50
09:00:01 PM         7     17.54      0.00     38.48     31.69      0.00     12.30
09:10:01 PM       all     17.18      0.00     27.69      6.56      0.00     48.57
09:10:01 PM         0     14.24      0.00     26.07      1.50      0.00     58.18
09:10:01 PM         1     14.35      0.00     26.42      1.39      0.00     57.84
09:10:01 PM         2     13.25      0.00     25.36      1.43      0.00     59.95
09:10:01 PM         3     13.51      0.00     25.05      1.66      0.00     59.78
09:10:01 PM         4     13.99      0.00     24.70      1.58      0.00     59.73
09:10:01 PM         5     15.12      0.00     24.15      1.86      0.00     58.87
09:10:01 PM         6     35.18      0.00     31.62      9.32      0.00     23.89
09:10:01 PM         7     17.79      0.00     38.15     33.76      0.00     10.30
09:20:01 PM       all     17.09      0.00     26.69      6.46      0.00     49.77
09:20:01 PM         0     16.48      0.00     24.06      1.02      0.00     58.43
09:20:01 PM         1     15.99      0.00     24.37      1.08      0.00     58.56
09:20:01 PM         2     13.37      0.00     24.24      1.29      0.00     61.11
09:20:01 PM         3     12.44      0.00     24.61      1.20      0.00     61.74
09:20:01 PM         4     11.76      0.00     24.40      1.35      0.00     62.49
09:20:01 PM         5     14.71      0.00     23.73      1.49      0.00     60.08
09:20:01 PM         6     34.49      0.00     31.20     10.97      0.00     23.34
09:20:01 PM         7     17.44      0.00     36.91     33.27      0.00     12.37
09:30:02 PM       all     11.89      0.00     27.35      6.56      0.00     54.20
09:30:02 PM         0      8.07      0.00     25.74      0.97      0.00     65.22
09:30:02 PM         1      6.93      0.00     25.76      1.21      0.00     66.10
09:30:02 PM         2      9.47      0.00     24.80      0.99      0.00     64.75
