Linux 2.6.18-398.el5 (server_rhel5) 	01/05/2020

12:00:01 AM    proc/s
12:10:01 AM     76.83
12:20:01 AM    107.17
12:30:01 AM    105.19
12:40:01 AM    110.02
12:50:01 AM     15.20
01:00:01 AM     89.41
01:10:01 AM     65.69
01:20:01 AM     41.29
01:30:01 AM     22.27
01:40:01 AM     20.21
01:50:01 AM     75.95
02:00:01 AM    175.05
Average:        75.36

12:00:01 AM   cswch/s
12:10:01 AM   5551.93
12:20:01 AM   5974.30
12:30:01 AM   6288.31
12:40:01 AM   5940.90
12:50:01 AM   4240.95
01:00:01 AM   4651.12
01:10:01 AM   5831.87
01:20:01 AM   6065.06
01:30:01 AM   4515.08
01:40:01 AM   4092.01
01:50:01 AM   8262.38
02:00:01 AM   9662.14
Average:      5922.82

12:00:01 AM       CPU     %user     %nice   %system   %iowait    %steal     %idle
07:30:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1879.10    0.00    0.00
07:40:01 PM    0  997.81    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:40:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:40:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:40:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:40:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:40:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.01
07:40:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1704.96    0.00    0.00    0.00
07:40:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1913.67    0.00    0.00
07:50:02 PM    0  997.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:50:02 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:50:02 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:50:02 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:50:02 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:50:02 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.99
07:50:02 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1679.98    0.00    0.00    0.00
07:50:02 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1846.68    0.00    0.00
08:00:01 PM    0  997.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:00:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:00:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:00:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:00:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:00:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.02
08:00:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1776.88    0.00    0.00    0.00
08:00:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1850.24    0.00    0.00
08:10:01 PM    0  997.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:10:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:10:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:10:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:10:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:10:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.01
08:10:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1778.57    0.00    0.00    0.00
08:10:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1942.33    0.00    0.00
08:20:01 PM    0  997.80    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:20:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:20:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:20:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:20:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:20:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.00
08:20:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1747.70    0.00    0.00    0.00
08:20:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1883.68    0.00    0.00
08:30:01 PM    0  997.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:30:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:30:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:30:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:30:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:30:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.01
08:30:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1744.63    0.00    0.00    0.00
08:30:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1866.14    0.00    0.00
08:40:01 PM    0  997.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:40:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:40:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:40:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:40:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:40:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.02
08:40:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1745.04    0.00    0.00    0.00
08:40:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1884.78    0.00    0.00
08:50:01 PM    0  998.27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.96
08:50:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1711.66    0.00    0.00    0.00
08:50:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1912.72    0.00    0.00
09:00:01 PM    0  997.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:00:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:00:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:00:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:00:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:00:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.05
09:00:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1830.95    0.00    0.00    0.00
09:00:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1910.56    0.00    0.00
09:10:01 PM    0  997.93    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:10:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:10:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:10:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:10:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:10:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.01
09:10:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1775.52    0.00    0.00    0.00
09:10:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1957.49    0.00    0.00
09:20:01 PM    0  997.84    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:20:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:20:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:20:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:20:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:20:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.97
09:20:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1780.04    0.00    0.00    0.00
09:20:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1853.32    0.00    0.00
09:30:02 PM    0  997.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:30:02 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:30:02 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:30:02 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:30:02 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:30:02 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.04
09:30:02 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1777.86    0.00    0.00    0.00
09:30:02 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1898.96    0.00    0.00
09:40:02 PM    0  998.05    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:40:02 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:40:02 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:40:02 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:40:02 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:40:02 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.01
09:40:02 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1790.99    0.00    0.00    0.00
09:40:02 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1858.68    0.00    0.00
09:50:01 PM    0  997.85    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:50:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:50:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:50:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:50:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
09:50:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.98
09:50:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1858.09    0.00    0.00    0.00
09:50:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1842.72    0.00    0.00
10:00:01 PM    0  997.94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:00:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.05
10:00:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1875.96    0.00    0.00    0.00
10:00:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1870.48    0.00    0.00
10:10:02 PM    0  997.84    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:10:02 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:10:02 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:10:02 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:10:02 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:10:02 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.00
10:10:02 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1832.37    0.00    0.00    0.00
10:10:02 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1933.18    0.00    0.00
10:20:01 PM    0  998.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:20:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:20:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:20:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:20:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:20:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.97
10:20:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1686.97    0.00    0.00    0.00
10:20:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1847.57    0.00    0.00
10:30:01 PM    0  998.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:30:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:30:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:30:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:30:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:30:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.02
10:30:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1669.20    0.00    0.00    0.00
10:30:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1914.67    0.00    0.00
10:40:01 PM    0  998.28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:40:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:40:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:40:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:40:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:40:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.04
10:40:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1720.74    0.00    0.00    0.00
10:40:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1844.49    0.00    0.00
10:50:01 PM    0  998.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:50:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:50:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:50:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:50:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:50:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.97
10:50:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1729.87    0.00    0.00    0.00
10:50:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1931.57    0.00    0.00
11:00:01 PM    0  997.91    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:00:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:00:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:00:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:00:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:00:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.05
11:00:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1822.58    0.00    0.00    0.00
11:00:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1934.86    0.00    0.00
11:10:01 PM    0  997.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:10:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:10:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:10:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:10:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:10:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.01
11:10:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1815.04    0.00    0.00    0.00
11:10:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1909.54    0.00    0.00
11:20:01 PM    0  998.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:20:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:20:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:20:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:20:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:20:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.97
11:20:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1683.01    0.00    0.00    0.00
11:20:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1856.36    0.00    0.00
11:30:01 PM    0  997.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:30:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.02
11:30:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1680.07    0.00    0.00    0.00
11:30:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1937.88    0.00    0.00
11:40:01 PM    0  997.88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:40:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:40:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:40:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:40:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:40:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.04
11:40:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1788.08    0.00    0.00    0.00
11:40:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1819.04    0.00    0.00
11:50:01 PM    0  998.22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:50:01 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:50:01 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:50:01 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:50:01 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
11:50:01 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.97
11:50:01 PM    6    0.00    0.00    0.00    0.00    0.00    0.00 1745.36    0.00    0.00    0.00
11:50:01 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 1820.33    0.00    0.00
Average:       0  997.82    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
Average:       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.00
Average:       6    0.00    0.00    0.00    0.00    0.00    0.00 2096.78    0.00    0.00    0.00
Average:       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00 2130.60    0.00    0.00

02:10:01 AM  pswpin/s pswpout/s
02:20:01 AM      0.00      0.00
02:30:01 AM      0.00      3.18
02:40:01 AM      0.07      1.03
02:50:01 AM      0.00      0.00
03:00:01 AM      0.00      0.00
03:10:01 AM      0.10      0.07
03:20:01 AM      0.00      0.00
03:30:01 AM      0.00      2.67
03:40:01 AM      0.10      0.09
03:50:01 AM      0.00      0.00
04:00:01 AM      0.07      0.07
04:10:01 AM      0.07      0.07
04:20:01 AM      0.00      0.00
04:30:01 AM      0.07      0.07
04:40:01 AM      0.07      0.07
04:50:01 AM      0.00      0.07
05:00:01 AM      0.07      0.00
05:10:01 AM      0.09      0.07
05:20:01 AM      0.01      0.08
05:30:01 AM      0.09      0.00
05:40:01 AM      0.08      0.07
05:50:01 AM      0.00      0.07
06:00:01 AM      0.08      0.00
06:10:01 AM      0.03      0.00
06:20:01 AM      0.00      0.00
06:30:01 AM      0.00      0.01
06:40:01 AM      0.00      0.00
06:50:01 AM      0.00      0.09
07:00:02 AM      0.09      0.00
07:10:01 AM      0.00      0.00
07:20:01 AM      0.00      0.00
07:30:01 AM      0.00      0.00
07:40:01 AM      0.00      0.01
07:50:01 AM      0.00      0.00
08:00:02 AM      0.00      0.00
08:10:01 AM      0.07      0.07
08:20:01 AM      0.00      0.00
08:30:01 AM      0.00      0.00
08:40:01 AM      0.00      0.00
08:50:01 AM      0.00      0.00
09:00:01 AM      0.07      0.07
09:10:01 AM      0.01      0.00
09:20:01 AM      0.00      0.00
09:30:02 AM      0.00      0.00
09:40:01 AM      0.00      1.09
09:50:01 AM      0.00      0.00
10:00:01 AM      0.00      0.00
10:10:01 AM      0.06      0.06
10:20:01 AM      0.00      0.00
10:30:01 AM      0.00      0.00
10:40:01 AM      0.00      0.00
10:50:01 AM      0.00      0.00
11:00:01 AM      0.00      0.00
11:10:01 AM      0.00      0.00
11:20:01 AM      0.00      0.00
11:30:01 AM      0.00      0.00
11:40:01 AM      0.00      0.00
11:50:01 AM      0.00      0.00
12:00:01 PM      0.00      0.01
12:10:01 PM      0.01      0.00
12:20:02 PM      0.00      0.00
12:30:01 PM      0.00      0.00
12:40:01 PM      0.00      0.00
12:50:01 PM      0.00      0.00
01:00:01 PM      0.00      0.00
01:10:01 PM      0.00      0.00
01:20:01 PM      0.00      0.00
01:30:01 PM      0.00      0.00
01:40:01 PM      0.00      0.00
01:50:01 PM      0.00      0.00
02:00:01 PM      0.00      0.00
02:10:02 PM      0.00      0.00
02:20:01 PM      0.00      0.00
02:30:01 PM      0.00      0.00
02:40:01 PM      0.00      0.00
02:50:01 PM      0.10      0.01
03:00:01 PM      0.00      0.00
03:10:01 PM      0.74      1.40
03:20:01 PM      0.19      0.01
03:30:01 PM      0.16      0.02
03:40:01 PM      0.00      0.01
03:50:01 PM      0.00      0.01
04:00:01 PM      0.16      0.24
04:10:01 PM      0.07      1.93
04:20:01 PM      0.59      0.47
04:30:01 PM      1.08      0.02
04:40:01 PM      0.00      0.16
04:50:01 PM      0.00      0.06
05:00:01 PM      0.00      0.13
05:10:01 PM      0.00      0.86
05:20:01 PM      0.00      3.22
05:30:02 PM      0.26      0.32
05:40:01 PM      0.00      0.00
05:50:01 PM      0.00      0.00
06:00:01 PM      0.00      0.00
06:10:01 PM      0.00      0.00
06:20:01 PM      0.00      0.00
06:30:01 PM      0.00      0.00
06:40:01 PM      0.19      0.20
06:50:01 PM      0.00      0.00
07:00:01 PM      0.00      0.00
07:10:01 PM      0.00      0.00
07:20:01 PM      0.00      0.00
07:30:01 PM      0.00      0.21
07:40:01 PM      0.00      0.05
07:50:02 PM      0.00      0.03
08:00:01 PM      0.00      0.00
08:10:01 PM      0.00      0.00
08:20:01 PM      0.23      0.00
08:30:01 PM      0.00      0.00
08:40:01 PM      0.00      0.00
08:50:01 PM      0.00      0.00
09:00:01 PM      0.00      0.00
09:10:01 PM      0.00      0.00
09:20:01 PM      0.00      1.64
09:30:02 PM      0.00      0.00
09:40:02 PM      0.00      0.00
09:50:01 PM      0.00      0.00
10:00:01 PM      0.00      0.00
10:10:02 PM      0.05      0.00
10:20:01 PM      0.00      0.00
10:30:01 PM      0.00      0.00
10:40:01 PM      0.00      0.00
10:50:01 PM      0.00      0.00
11:00:01 PM      0.00      0.00
11:10:01 PM      0.59      0.00
11:20:01 PM      0.00      0.00
11:30:01 PM      0.00      0.00
11:40:01 PM      0.00      0.00
11:50:01 PM      0.00      0.00
Average:         0.04      0.15

02:10:01 AM       tps      rtps      wtps   bread/s   bwrtn/s
02:20:01 AM     64.34      5.67     58.67    324.42    724.02
02:30:01 AM  15205.63  13926.83   1278.80 151709.22   7222.76
02:40:01 AM  12024.35   9861.40   2162.95  49387.91  13214.32
02:50:01 AM   8881.31   6957.88   1923.43  20003.51  12043.94
03:00:01 AM   9516.84   7502.50   2014.34  21480.27  12955.25
03:10:01 AM   7391.70   5649.78   1741.92  21363.63  12909.98
