Linux 6.8.0-106-generic (server_ubuntu24.04) 	03/27/26 	_x86_64_	(4 CPU)

00:00:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
23:10:00          1      1.97      0.00      0.48      0.02      0.01      0.00      0.02      0.00      0.00     97.49
23:10:00          2      1.87      0.00      0.49      0.01      0.01      0.00      0.01      0.00      0.00     97.61
23:10:00          3      2.26      0.00      0.46      0.02      0.01      0.00      0.00      0.00      0.00     97.25
23:20:01        all      1.63      0.00      0.43      0.01      0.01      0.00      0.02      0.00      0.00     97.90
23:20:01          0      1.27      0.00      0.35      0.01      0.01      0.00      0.06      0.00      0.00     98.31
23:20:01          1      1.79      0.00      0.50      0.02      0.01      0.00      0.02      0.00      0.00     97.67
23:20:01          2      1.79      0.00      0.44      0.01      0.01      0.00      0.01      0.00      0.00     97.74
23:20:01          3      1.66      0.00      0.44      0.03      0.01      0.00      0.00      0.00      0.00     97.86
23:30:01        all      1.55      0.00      0.43      0.01      0.01      0.00      0.02      0.00      0.00     97.97
23:30:01          0      1.80      0.00      0.43      0.01      0.01      0.00      0.06      0.00      0.00     97.70
23:30:01          1      1.29      0.00      0.39      0.01      0.01      0.00      0.02      0.00      0.00     98.28
23:30:01          2      1.76      0.00      0.48      0.03      0.01      0.00      0.02      0.00      0.00     97.71
23:30:01          3      1.37      0.00      0.41      0.01      0.01      0.00      0.00      0.00      0.00     98.20
23:40:02        all      2.20      0.03      0.64      0.03      0.01      0.00      0.03      0.00      0.00     97.05
23:40:02          0      1.78      0.11      0.53      0.04      0.01      0.00      0.06      0.00      0.00     97.48
23:40:02          1      1.82      0.00      0.63      0.04      0.01      0.00      0.02      0.00      0.00     97.48
23:40:02          2      2.68      0.00      0.75      0.04      0.01      0.00      0.03      0.00      0.00     96.49
23:40:02          3      2.53      0.00      0.66      0.01      0.01      0.00      0.01      0.00      0.00     96.77
23:50:00        all      3.46      0.19      2.15      0.14      0.01      0.00      0.04      0.00      0.00     94.01
23:50:00          0      3.05      0.48      2.12      0.11      0.01      0.00      0.07      0.00      0.00     94.15
23:50:00          1      3.61      0.00      2.13      0.15      0.01      0.00      0.04      0.00      0.00     94.06
23:50:00          2      3.31      0.27      2.16      0.22      0.02      0.00      0.03      0.00      0.00     93.98
23:50:00          3      3.85      0.00      2.18      0.10      0.01      0.00      0.01      0.00      0.00     93.85

Average:        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
Average:        all      1.73      0.01      0.45      0.02      0.01      0.00      0.02      0.00      0.00     97.77
Average:          0      1.45      0.00      0.41      0.02      0.01      0.00      0.05      0.00      0.00     98.06
Average:          1      1.93      0.00      0.48      0.02      0.01      0.00      0.02      0.00      0.00     97.54
Average:          2      1.92      0.01      0.48      0.02      0.01      0.00      0.01      0.00      0.00     97.54
Average:          3      1.60      0.00      0.43      0.02      0.01      0.00      0.00      0.00      0.00     97.94

00:00:01       proc/s   cswch/s
00:10:01         0.64    915.82
00:20:02         0.29    808.95
00:30:01         0.23    789.18
00:40:01         0.31    763.77
00:50:01         0.25    772.91
01:00:01         0.23    759.72
01:10:01         0.38    830.77
01:20:01         0.27    764.83
01:30:01         0.37    846.64
01:40:01         0.32    771.92
01:50:01         0.23    788.37
02:00:01         0.24    826.70
02:10:01         0.35    801.01
02:20:01         0.22    768.58
02:30:01         0.22    783.28
02:40:01         0.42   1331.62
02:50:01         0.31    779.56
03:00:00         0.29    791.89
03:10:01         0.41    763.88
03:20:01         0.30    774.26
03:30:00         0.26    775.59
03:40:01         0.45    835.59
03:50:01         0.31    766.91
04:00:01         0.32    763.03
04:10:00         0.44    826.60
04:20:01         0.30    780.84
04:30:01         0.34    768.48
04:40:01         0.48    778.59
04:50:01         0.38    799.71
05:00:01         0.35    799.62
05:10:01         0.49    775.67
05:20:01         0.38    779.93
05:30:01         0.36    801.98
05:40:00         0.50    875.30
05:50:01         0.41    805.50
06:00:01         0.40    781.00
06:10:01         0.46    764.32
06:20:01         0.31    771.71
06:30:02         6.10    935.08
06:40:01         0.45    819.71
06:50:01         1.46    830.00
07:00:01         0.26    760.34
07:10:01         0.39    784.32
07:20:01         0.24    754.39
07:30:01         0.27    784.31
07:40:01         0.44    772.17
07:50:00         1.02    803.96
08:00:01         0.58    833.59
08:10:01         0.43    823.39
08:20:01         0.27    891.32
08:30:01         0.32    773.30
08:40:01         0.40    817.82
08:50:01         0.28    786.16
09:00:02         0.26    953.50
09:10:01         0.45    774.92
09:20:01         0.26    829.04
09:30:01         0.25    866.30
09:40:01         0.39    827.92
09:50:01         0.33    769.86
10:00:01         0.28    770.84
10:10:01         0.39    776.17
10:20:00         0.30    777.70
10:30:00         0.24    770.80
10:40:00         0.33    777.55
10:50:00         0.29    850.56
11:00:00         0.23    800.53
11:10:00         0.39    779.29
11:20:00         0.27    780.58
11:30:00         0.27    803.21
11:40:00         0.36    810.66
11:50:00         0.25    776.92
12:00:00         0.27    778.29
12:10:00         0.40    818.04
12:20:00         0.22    829.29
12:30:00         0.23    792.41
12:40:00         0.35    864.50
12:50:01         0.29    771.21
13:00:01         0.22    808.04
13:10:01         0.38    790.07
13:20:01         0.29    778.41
13:30:00         0.23    803.73
13:40:01         0.35    825.92
13:50:01         0.27    783.08
14:00:01         0.21    756.00
14:10:01         0.38    790.86
14:20:01         0.24    796.64
14:30:01         0.34    849.34
14:40:01         0.32    793.82
14:50:01         0.21    850.74
15:00:01         0.24    765.49
15:10:01         0.34    781.34
15:20:01         0.22    818.15
15:30:01         0.22    773.49
15:40:01         0.66    978.18
15:50:01         0.41    875.05
16:00:01         0.35    806.78
16:10:01         0.42    874.85
16:20:01         0.31    813.78
16:30:01         0.38    784.34
16:40:01         0.41    821.58
16:50:01         0.49    977.42
17:00:01         0.34    803.89
17:10:01         0.43    788.17
17:20:01         0.27    870.12
17:30:01         0.31    825.58
17:40:01         0.41    821.47
17:50:01         0.26    808.13
18:00:01         0.27    823.65
18:10:01         0.42    861.75
18:20:00         0.28    796.97
18:30:01         0.31    809.44
18:40:00         0.41    829.15
18:50:01         0.28    847.16
19:00:01         0.31    798.02
19:10:01         0.37    867.02
19:20:01         0.26    815.11
19:30:01         0.25    821.51
19:40:01         0.32    788.26
19:50:01         0.23    811.05
20:00:01         0.24    826.56
20:10:01         0.39    858.10
20:20:01         0.21    780.92
20:30:01         0.19    773.17
20:40:01         0.50    824.60
20:50:01         0.26    783.97
21:00:02         0.28    794.78
21:10:01         0.41    795.42
21:20:01         0.27    784.82
21:30:01         0.29    869.65
21:40:01         0.38    828.61
21:50:01         0.33    930.30
22:00:01         0.36    798.38
22:10:01         0.46    838.89
22:20:01         0.36    851.14
22:30:01         0.27    781.72
22:40:01         0.38    804.94
22:50:01         0.31    804.03
23:00:01         0.39    805.77
23:10:00         0.40    838.67
23:20:01         0.29    793.24
23:30:01         0.24    857.18
23:40:02         1.30   1042.83
23:50:00        31.04   1215.14
Average:         0.61    817.97

00:00:01     pswpin/s pswpout/s
00:10:01         0.00      0.00
00:20:02         0.00      0.00
00:30:01         0.00      0.00
00:40:01         0.00      0.00
00:50:01         0.00      0.00
01:00:01         0.00      0.00
01:10:01         0.00      0.00
01:20:01         0.00      0.00
01:30:01         0.00      0.00
01:40:01         0.00      0.00
01:50:01         0.00      0.00
02:00:01         0.00      0.00
02:10:01         0.00      0.00
02:20:01         0.00      0.00
02:30:01         0.00      0.00
02:40:01         0.00      0.00
02:50:01         0.00      0.00
03:00:00         0.00      0.00
03:10:01         0.00      0.00
03:20:01         0.00      0.00
03:30:00         0.00      0.00
03:40:01         0.00      0.00
03:50:01         0.00      0.00
04:00:01         0.00      0.00
04:10:00         0.00      0.00
04:20:01         0.00      0.00
04:30:01         0.00      0.00
04:40:01         0.00      0.00
04:50:01         0.00      0.00
05:00:01         0.00      0.00
05:10:01         0.00      0.00
05:20:01         0.00      0.00
05:30:01         0.00      0.00
05:40:00         0.00      0.00
05:50:01         0.00      0.00
06:00:01         0.00      0.00
06:10:01         0.00      0.00
06:20:01         0.00      0.00
06:30:02         0.00      0.00
06:40:01         0.00      0.00
06:50:01         0.00      0.00
07:00:01         0.00      0.00
07:10:01         0.00      0.00
07:20:01         0.00      0.00
07:30:01         0.00      0.00
07:40:01         0.00      0.00
07:50:00         0.00      0.00
08:00:01         0.00      0.00
08:10:01         0.00      0.00
08:20:01         0.00      0.00
08:30:01         0.00      0.00
08:40:01         0.00      0.00
08:50:01         0.00      0.00
09:00:02         0.00      0.00
09:10:01         0.00      0.00
09:20:01         0.00      0.00
09:30:01         0.00      0.00
09:40:01         0.00      0.00
09:50:01         0.00      0.00
10:00:01         0.00      0.00
10:10:01         0.00      0.00
10:20:00         0.00      0.00
10:30:00         0.00      0.00
10:40:00         0.00      0.00
10:50:00         0.00      0.00
11:00:00         0.00      0.00
11:10:00         0.00      0.00
11:20:00         0.00      0.00
11:30:00         0.00      0.00
11:40:00         0.00      0.00
11:50:00         0.00      0.00
12:00:00         0.00      0.00
12:10:00         0.00      0.00
12:20:00         0.00      0.00
12:30:00         0.00      0.00
12:40:00         0.00      0.00
12:50:01         0.00      0.00
13:00:01         0.00      0.00
13:10:01         0.00      0.00
13:20:01         0.00      0.00
13:30:00         0.00      0.00
13:40:01         0.00      0.00
13:50:01         0.00      0.00
14:00:01         0.00      0.00
14:10:01         0.00      0.00
14:20:01         0.00      0.00
14:30:01         0.00      0.00
14:40:01         0.00      0.00
14:50:01         0.00      0.00
15:00:01         0.00      0.00
15:10:01         0.00      0.00
15:20:01         0.00      0.00
15:30:01         0.00      0.00
15:40:01         0.00      0.00
15:50:01         0.00      0.00
16:00:01         0.00      0.00
16:10:01         0.00      0.00
16:20:01         0.00      0.00
16:30:01         0.00      0.00
16:40:01         0.00      0.00
16:50:01         0.00      0.00
17:00:01         0.00      0.00
17:10:01         0.00      0.00
17:20:01         0.00      0.00
17:30:01         0.00      0.00
17:40:01         0.00      0.00
17:50:01         0.00      0.00
18:00:01         0.00      0.00
18:10:01         0.00      0.00
18:20:00         0.00      0.00
18:30:01         0.00      0.00
18:40:00         0.00      0.00
18:50:01         0.00      0.00
19:00:01         0.00      0.00
19:10:01         0.00      0.00
19:20:01         0.00      0.00
19:30:01         0.00      0.00
19:40:01         0.00      0.00
19:50:01         0.00      0.00
20:00:01         0.00      0.00
20:10:01         0.00      0.00
20:20:01         0.00      0.00
20:30:01         0.00      0.00
20:40:01         0.00      0.00
20:50:01         0.00      0.00
21:00:02         0.00      0.00
21:10:01         0.00      0.00
21:20:01         0.00      0.00
21:30:01         0.00      0.00
21:40:01         0.00      0.00
21:50:01         0.00      0.00
22:00:01         0.00      0.00
22:10:01         0.00      0.00
22:20:01         0.00      0.00
22:30:01         0.00      0.00
22:40:01         0.00      0.00
22:50:01         0.00      0.00
23:00:01         0.00      0.00
23:10:00         0.00      0.00
23:20:01         0.00      0.00
23:30:01         0.00      0.00
23:40:02         0.00      0.00
23:50:00         0.00      0.00
Average:         0.00      0.00

00:00:01     pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s    %vmeff
00:10:01        20.26     66.19   1286.33      0.09   1239.15     42.25      0.00     84.49    200.00
00:20:02         0.01     30.98    831.76      0.00    761.20      0.00      0.00      0.00      0.00
00:30:01         0.00     24.63    674.93      0.00    629.82      0.00      0.00      0.00      0.00
00:40:01         0.00     19.10    775.15      0.00    710.92      0.00      0.00      0.00      0.00
00:50:01         0.00     20.00    729.12      0.00    676.11      0.00      0.00      0.00      0.00
01:00:01         0.00     19.37    721.60      0.00    673.28      0.00      0.00      0.00      0.00
01:10:01         0.01     23.30    921.52      0.00    842.82      0.00      0.00      0.00      0.00
01:20:01         0.00     20.15    741.61      0.00    662.15      0.00      0.00      0.00      0.00
01:30:01         8.32     30.85    850.96      0.01    735.82      0.00      0.00      0.00      0.00
01:40:01         4.61     28.54    803.26      0.00    732.83      0.00      0.00      0.00      0.00
01:50:01         0.00     22.44    772.04      0.00    701.23      0.00      0.00      0.00      0.00
02:00:01         0.00     21.25    697.68      0.00    632.29      0.00      0.00      0.00      0.00
02:10:01         0.26     23.81    877.00      0.00    821.39      0.00      0.00      0.00      0.00
02:20:01         0.01     21.63    720.31      0.00    664.84      0.00      0.00      0.00      0.00
02:30:01         0.00     21.20    691.31      0.00    651.23      0.00      0.00      0.00      0.00
02:40:01         0.32     30.24   1106.26      0.00   1033.95      0.00      0.00      0.00      0.00
02:50:01         0.00     22.19    884.30      0.00    780.49      0.00      0.00      0.00      0.00
03:00:00         0.00     23.55    950.21      0.00    852.28      0.00      0.00      0.00      0.00
03:10:01         0.00     23.59   1030.21      0.00    931.60      0.00      0.00      0.00      0.00
03:20:01         0.17     28.03   1003.89      0.00    907.89      0.00      0.00      0.00      0.00
03:30:00         1.04     22.82    742.80      0.00    664.99      0.00      0.00      0.00      0.00
03:40:01         0.92     29.27   1104.18      0.00    999.68      0.00      0.00      0.00      0.00
03:50:01         0.00     20.66    848.75      0.00    745.55      0.00      0.00      0.00      0.00
04:00:01         0.01     22.77    934.19      0.00    829.12      0.00      0.00      0.00      0.00
04:10:00         0.00     30.52   1221.24      0.00   1116.05      0.00      0.00      0.00      0.00
04:20:01         0.00     24.54    940.40      0.00    850.01      0.00      0.00      0.00      0.00
04:30:01         0.02     24.25   1135.37      0.00   1035.42      0.00      0.00      0.00      0.00
04:40:01         0.02     25.21   1117.44      0.00    979.82      0.00      0.00      0.00      0.00
04:50:01         0.57     32.15   1208.40      0.00   1087.86      0.00      0.00      0.00      0.00
05:00:01         0.03     27.67   1046.09      0.00    931.84      0.00      0.00      0.00      0.00
05:10:01         0.00     26.58   1274.02      0.00   1164.34      0.00      0.00      0.00      0.00
05:20:01         0.00     28.73   1208.21      0.00   1081.23      0.00      0.00      0.00      0.00
05:30:01         0.00     25.65   1098.32      0.00    978.97      0.00      0.00      0.00      0.00
05:40:00         0.00     30.41   1348.51      0.00   1203.43      0.00      0.00      0.00      0.00
05:50:01         0.00     26.70   1199.19      0.00   1065.22      0.00      0.00      0.00      0.00
06:00:01         0.00     28.54   1102.04      0.00    971.84      0.00      0.00      0.00      0.00
06:10:01         0.63     27.02   1174.03      0.00   1058.85      0.00      0.00      0.00      0.00
06:20:01         0.01     25.35    987.46      0.00    889.21      0.00      0.00      0.00      0.00
06:30:02      5501.19   7300.98   1937.53      0.35   5844.79   2623.49      0.00   5227.47    199.26
06:40:01        59.07     26.23   1150.66      0.47   1033.10      0.00      0.00      0.00      0.00
06:50:01       332.52    180.44   1483.35      0.33   1202.47      0.00      0.00      0.00      0.00
07:00:01         1.10     22.19    816.55      0.00    726.05      0.00      0.00      0.00      0.00
07:10:01        45.39     29.55    980.33      0.06    896.67      0.00      0.00      0.00      0.00
07:20:01         0.44     20.95    809.29      0.00    736.75      0.00      0.00      0.00      0.00
07:30:01         0.00     22.44    788.59      0.00    711.37      0.00      0.00      0.00      0.00
07:40:01         0.00     24.73    946.08      0.00    808.35      0.00      0.00      0.00      0.00
07:50:00       207.86     56.65   1247.00      0.05   1025.35      0.00      0.00      0.00      0.00
08:00:01       231.86    468.80    971.46      0.42    967.42      0.00      0.00      0.00      0.00
08:10:01         0.23     28.96   1124.56      0.00   1029.06      0.00      0.00      0.00      0.00
08:20:01         0.07     24.11    864.30      0.00    781.94      0.00      0.00      0.00      0.00
08:30:01         0.21     23.58    808.61      0.01    708.44      0.00      0.00      0.00      0.00
08:40:01         0.08     25.70    972.31      0.00    872.22      0.00      0.00      0.00      0.00
08:50:01         0.01     21.24    872.45      0.00    785.00      0.00      0.00      0.00      0.00
09:00:02       527.80    289.76   1470.50      0.03   1738.56    170.76      0.00    339.26    198.68
09:10:01         1.92     27.65   1190.76      0.00   1096.50      0.00      0.00      0.00      0.00
09:20:01         0.05     23.64    796.08      0.00    727.11      0.00      0.00      0.00      0.00
09:30:01         0.03     21.31    787.96      0.00    705.97      0.00      0.00      0.00      0.00
09:40:01         1.02     25.79    887.09      0.00    790.03      0.00      0.00      0.00      0.00
09:50:01         0.00     25.50    940.18      0.00    845.75      0.00      0.00      0.00      0.00
10:00:01         0.44     23.81    755.76      0.00    671.55      0.00      0.00      0.00      0.00
10:10:01         0.18     25.79    992.62      0.00    917.56      0.00      0.00      0.00      0.00
10:20:00         0.12     25.98    893.47      0.00    799.44      0.00      0.00      0.00      0.00
10:30:00         0.01     22.08    731.66      0.00    649.85      0.00      0.00      0.00      0.00
10:40:00         0.00     23.94    814.76      0.00    739.55      0.00      0.00      0.00      0.00
10:50:00         2.35     32.39    823.61      0.00    728.76      0.00      0.00      0.00      0.00
11:00:00         0.05     24.72    731.06      0.00    666.90      0.00      0.00      0.00      0.00
11:10:00         0.03     24.11    971.34      0.00    873.93      0.00      0.00      0.00      0.00
11:20:00         2.73     25.86    748.26      0.01    660.77      0.00      0.00      0.00      0.00
11:30:00         1.29     31.02    839.07      0.00    763.33      0.00      0.00      0.00      0.00
11:40:00         0.65     43.38    813.96      0.00    717.70      0.00      0.00      0.00      0.00
11:50:00        10.57     35.03    730.01      0.01    654.55      0.00      0.00      0.00      0.00
12:00:00         0.00     18.76    786.17      0.00    715.37      0.00      0.00      0.00      0.00
12:10:00         0.05     20.03    914.25      0.00    820.79      0.00      0.00      0.00      0.00
12:20:00         0.40     22.45    739.82      0.00    665.38      0.00      0.00      0.00      0.00
12:30:00         0.13     18.16    699.17      0.00    629.16      0.00      0.00      0.00      0.00
12:40:00         0.43     22.73    787.07      0.00    688.53      0.00      0.00      0.00      0.00
12:50:01         7.45     22.18    793.99      0.01    702.03      0.00      0.00      0.00      0.00
13:00:01         0.00     18.10    666.66      0.00    607.15      0.00      0.00      0.00      0.00
13:10:01         0.00     20.68    977.04      0.00    885.19      0.00      0.00      0.00      0.00
13:20:01         0.10     20.34    809.62      0.00    716.86      0.00      0.00      0.00      0.00
13:30:00         0.00     20.04    753.55      0.00    672.33      0.00      0.00      0.00      0.00
13:40:01         0.90     24.96    750.10      0.00    655.88      0.00      0.00      0.00      0.00
13:50:01         3.48     25.97    774.42      0.03    684.43      0.00      0.00      0.00      0.00
14:00:01        13.14     17.09    675.49      0.00    622.40      0.00      0.00      0.00      0.00
14:10:01         0.01     20.36    925.16      0.00    841.86      0.00      0.00      0.00      0.00
14:20:01         0.05     23.25    743.16      0.00    675.30      0.00      0.00      0.00      0.00
14:30:01         5.58     25.09    655.39      0.02    571.52      0.00      0.00      0.00      0.00
14:40:01         0.61     27.49    714.82      0.00    641.95      0.00      0.00      0.00      0.00
14:50:01         0.00     20.18    708.02      0.00    635.03      0.00      0.00      0.00      0.00
15:00:01         0.01     19.06    671.05      0.00    593.03      0.00      0.00      0.00      0.00
15:10:01         0.19     21.37    861.41      0.00    781.18      0.00      0.00      0.00      0.00
15:20:01         0.03     18.36    601.52      0.00    542.47      0.00      0.00      0.00      0.00
15:30:01         0.00     19.78    694.92      0.00    624.30      0.00      0.00      0.00      0.00
15:40:01        36.29     97.31    913.21      0.04    781.76      0.00      0.00      0.00      0.00
15:50:01         3.92     73.21    932.80      0.01    824.85      0.00      0.00      0.00      0.00
16:00:01         0.08     29.15    714.05      0.00    605.45      0.00      0.00      0.00      0.00
16:10:01         0.06     27.20    983.06      0.00    886.81      0.00      0.00      0.00      0.00
16:20:01         0.11     37.32    849.90      0.00    764.44      0.00      0.00      0.00      0.00
16:30:01         7.72     52.96    970.40      0.04    884.22      0.00      0.00      0.00      0.00
16:40:01         0.03     27.43    981.31      0.00    867.57      0.00      0.00      0.00      0.00
16:50:01         2.99     81.91   1033.81      0.00    911.63      0.00      0.00      0.00      0.00
17:00:01         0.66     33.19    946.29      0.00    841.06      0.00      0.00      0.00      0.00
17:10:01         0.00     28.08   1087.66      0.00    975.05      0.00      0.00      0.00      0.00
17:20:01         1.01     31.19    857.44      0.00    782.29      0.00      0.00      0.00      0.00
17:30:01         0.53     32.47    806.06      0.00    709.92      0.00      0.00      0.00      0.00
17:40:01         0.01     36.11    963.52      0.00    857.82      0.00      0.00      0.00      0.00
17:50:01         0.01     27.26    773.03      0.00    693.92      0.00      0.00      0.00      0.00
18:00:01         0.03     37.49    855.26      0.00    781.42      0.00      0.00      0.00      0.00
18:10:01         0.00     31.87   1091.60      0.00    984.35      0.00      0.00      0.00      0.00
18:20:00         0.04     28.30    883.59      0.00    790.44      0.00      0.00      0.00      0.00
18:30:01         0.58     32.14    842.87      0.00    740.21      0.00      0.00      0.00      0.00
18:40:00         0.01     40.12    955.53      0.00    852.33      0.00      0.00      0.00      0.00
18:50:01         0.00     28.25    856.15      0.00    768.43      0.00      0.00      0.00      0.00
19:00:01         0.00     31.00    871.81      0.00    765.67      0.00      0.00      0.00      0.00
19:10:01         0.01     36.88    852.71      0.00    775.71      0.00      0.00      0.00      0.00
19:20:01         0.01     29.82    723.78      0.00    641.78      0.00      0.00      0.00      0.00
19:30:01         0.00     27.36    733.44      0.00    656.84      0.00      0.00      0.00      0.00
19:40:01         0.00     26.17    737.35      0.01    657.07      0.00      0.00      0.00      0.00
19:50:01         0.01     33.64    738.43      0.00    663.34      0.00      0.00      0.00      0.00
20:00:01         0.00     28.00    677.43      0.00    607.75      0.00      0.00      0.00      0.00
20:10:01         3.73     35.06    906.62      0.00    826.62      0.00      0.00      0.00      0.00
20:20:01         0.00     24.52    642.11      0.00    571.22      0.00      0.00      0.00      0.00
20:30:01         0.00     22.98    594.14      0.00    528.49      0.00      0.00      0.00      0.00
20:40:01         0.19     32.70    907.90      0.00    818.28      0.00      0.00      0.00      0.00
20:50:01         0.00     26.30    810.25      0.00    721.00      0.00      0.00      0.00      0.00
21:00:02         0.21     27.81    806.71      0.00    718.82      0.00      0.00      0.00      0.00
21:10:01         0.00     30.50   1087.29      0.00    982.16      0.00      0.00      0.00      0.00
21:20:01         0.00     26.91    863.18      0.00    776.57      0.00      0.00      0.00      0.00
21:30:01         0.06     30.57    843.83      0.00    743.51      0.00      0.00      0.00      0.00
21:40:01         0.00     30.72    973.29      0.00    863.17      0.00      0.00      0.00      0.00
21:50:01         0.03     30.50   1014.82      0.00    913.30      0.00      0.00      0.00      0.00
22:00:01         0.38     27.49   1015.34      0.00    892.40      0.00      0.00      0.00      0.00
22:10:01         0.00     32.71   1194.62      0.00   1079.89      0.00      0.00      0.00      0.00
22:20:01         0.06     33.75   1047.41      0.00    927.24      0.00      0.00      0.00      0.00
22:30:01         0.01     26.21    808.40      0.00    717.46      0.00      0.00      0.00      0.00
22:40:01         0.61     34.31    963.29      0.00    851.91      0.00      0.00      0.00      0.00
22:50:01         3.29     28.43    815.36      0.00    711.32      0.00      0.00      0.00      0.00
23:00:01         1.49     33.45   1019.15      0.00    880.68      0.00      0.00      0.00      0.00
23:10:00         0.23     27.18    902.95      0.00    795.63      0.00      0.00      0.00      0.00
23:20:01         2.56     29.64    865.64      0.00    773.12      0.00      0.00      0.00      0.00
23:30:01         0.29     24.04    685.73      0.00    605.93      0.00      0.00      0.00      0.00
23:40:02       230.63     69.98   1218.73      0.17   1041.35      0.00      0.00      0.00      0.00
23:50:00       428.30   1344.28   6135.06      0.09   4720.76    149.00      0.21    298.00    199.71
Average:        54.03     94.75    943.34      0.02    871.81     20.88      0.00     41.61    199.26

00:00:01          tps      rtps      wtps      dtps   bread/s   bwrtn/s   bdscd/s
00:10:01         8.26      0.51      7.62      0.14     40.51    132.38    688.87
00:20:02         5.76      0.00      5.76      0.00      0.01     61.96      0.03
00:30:01         4.41      0.00      4.41      0.00      0.00     49.27      0.00
00:40:01         3.76      0.00      3.76      0.00      0.00     38.19     54.03
00:50:01         3.95      0.00      3.95      0.00      0.00     40.00      0.05
01:00:01         3.93      0.00      3.92      0.01      0.00     38.75    107.89
01:10:01         4.52      0.00      4.50      0.01      0.01     46.60    110.59
01:20:01         4.15      0.00      4.14      0.00      0.00     40.30     54.03
01:30:01         5.77      0.52      5.24      0.01     16.61     61.70     61.57
01:40:01         4.11      0.10      4.00      0.01      9.22     57.08    126.22
01:50:01         4.58      0.00      4.58      0.00      0.00     44.88      0.00
02:00:01         4.32      0.00      4.32      0.00      0.00     42.50     53.83
02:10:01         4.49      0.03      4.45      0.01      0.52     47.62    107.83
02:20:01         4.26      0.00      4.26      0.00      0.03     43.26      0.00
02:30:01         4.34      0.00      4.34      0.00      0.00     42.40      0.00
02:40:01         5.03      0.01      5.01      0.01      0.64     60.48    108.02
02:50:01         4.45      0.00      4.45      0.00      0.00     44.38      0.00
03:00:00         4.82      0.00      4.82      0.00      0.00     47.09     53.89
03:10:01         4.72      0.00      4.71      0.01      0.00     47.18    107.70
03:20:01         5.78      0.01      5.77      0.00      0.35     56.06      0.28
03:30:00         4.63      0.03      4.60      0.00      2.08     45.63      0.00
03:40:01         6.05      0.23      5.81      0.01      1.84     58.55    107.95
03:50:01         4.08      0.00      4.08      0.00      0.00     41.33      0.00
04:00:01         4.66      0.00      4.66      0.00      0.01     45.54     53.84
04:10:00         6.17      0.00      6.15      0.02      0.00     61.04    112.82
04:20:01         5.10      0.00      5.10      0.00      0.00     49.08      0.03
04:30:01         5.03      0.00      5.03      0.00      0.04     48.51      0.00
04:40:01         5.04      0.00      5.03      0.01      0.04     50.42    108.12
04:50:01         6.23      0.02      6.21      0.00      1.13     64.30      0.00
05:00:01         5.77      0.00      5.76      0.00      0.05     55.34     53.84
05:10:01         5.30      0.00      5.29      0.01      0.00     53.16     54.08
05:20:01         6.00      0.00      6.00      0.00      0.00     57.47     53.98
05:30:01         5.29      0.00      5.29      0.00      0.00     51.30      0.03
05:40:00         6.27      0.00      6.26      0.00      0.00     60.81     54.12
05:50:01         5.51      0.00      5.51      0.00      0.00     53.41      0.00
06:00:01         5.95      0.00      5.95      0.00      0.00     57.08     53.80
06:10:01         5.45      0.03      5.41      0.01      1.25     54.05    161.88
06:20:01         5.26      0.00      5.26      0.00      0.01     50.70      0.03
06:30:02        69.20     54.71     14.14      0.34  11002.38  14601.95  15852.37
06:40:01         6.28      1.04      5.23      0.02    118.14     52.45    107.92
06:50:01        20.94     13.84      6.83      0.28    665.04    360.88    759.56
07:00:01         4.45      0.04      4.41      0.00      2.20     44.38     53.77
07:10:01         8.22      2.84      5.36      0.03     90.78     59.10    108.83
07:20:01         4.36      0.07      4.29      0.00      0.88     41.91      0.00
07:30:01         4.50      0.00      4.49      0.01      0.00     44.89     54.18
07:40:01         4.99      0.00      4.99      0.01      0.00     49.46     53.87
07:50:00         8.06      2.57      5.43      0.06    415.30    113.29    291.59
08:00:01         7.35      2.33      4.99      0.04    426.37    937.61   1224.51
08:10:01         5.88      0.01      5.86      0.01      0.47     57.91    107.94
08:20:01         4.79      0.02      4.78      0.00      0.13     48.22      0.00
08:30:01         4.70      0.01      4.69      0.00      0.43     47.17      0.03
08:40:01         5.24      0.01      5.22      0.01      0.16     51.41    107.67
08:50:01         4.33      0.00      4.32      0.00      0.03     42.48      0.03
09:00:02         9.54      4.24      5.27      0.02   1055.61    579.51    631.57
09:10:01         5.54      0.22      5.31      0.02      3.81     55.30    112.67
09:20:01         4.83      0.01      4.82      0.00      0.11     47.28      0.00
09:30:01         4.14      0.00      4.13      0.00      0.05     42.61      0.00
09:40:01         5.20      0.09      5.10      0.01      2.04     51.58    107.71
09:50:01         5.27      0.00      5.27      0.00      0.00     51.00      0.00
10:00:01         4.57      0.01      4.53      0.03      0.88     47.63    110.59
10:10:01         5.10      0.01      5.08      0.01      0.36     51.57    107.70
10:20:00         5.05      0.02      5.03      0.00      0.24     51.95      0.23
10:30:00         4.47      0.00      4.46      0.00      0.01     44.17      0.00
10:40:00         4.64      0.00      4.63      0.01      0.00     47.87    107.69
10:50:00         5.95      0.43      5.49      0.02      4.69     64.78     54.50
